PC1,PC2,PC3,PC4,PC5,PC6,Supertrend_Direction,high_liquidity
1.724317653885074,-2.7492232454299153,0.9240149553309247,0.9811499060871882,-1.8181117602880266,0.03140120650975202,1,0
1.804907180661136,-2.8342715233252873,0.9257897763729133,0.9832069971583397,-1.8239704907401357,-0.07081525120907199,1,0
1.4215357666833022,-2.999878044169794,0.8596936493900121,1.0430246333305562,-1.81149920976124,-0.17466086697943492,1,0
1.3109286557723032,-3.2813863876408282,-0.5125004682888749,-1.715091004887663,-0.22860220493852135,-0.2014037918791777,1,0
1.5252682439151133,-3.2269434945094813,-0.4784759551588291,-1.7432950326594467,-0.23707566532689806,-0.1808988803462012,1,0
1.7291265299164689,-3.18919301381263,-0.44808731047968425,-1.768836201937759,-0.2453091549987565,-0.17787290474671516,1,0
1.553739777630625,-3.3251426332725815,-0.4850976368702652,-1.7346233630208068,-0.24094512104809662,-0.2897747956677535,1,0
1.876283848245395,-3.2240053189894624,-0.3514291422331641,-1.6678728584449054,-0.3049890201878268,-0.25048618074960377,1,1
1.943537634794909,-3.2064722226227045,-0.34115262307361566,-1.6772471769659774,-0.3075881411924185,-0.2464002147801403,1,1
1.4822598955734585,-3.2986816800178134,-0.40995536409026884,-1.6185663368189498,-0.2897935048652418,-0.26238254991944204,1,1
1.2082484120367938,-3.33135288490789,-0.447816270047503,-1.5858646411962476,-0.27896744983956645,-0.24684628111454726,1,1
1.4602345387741757,-3.1693442625872703,-0.31605116428979774,-1.5185524580245195,-0.3387125293585131,-0.12940881231757567,1,0
1.3176907496620966,-3.1813302616379477,-0.3352475187500042,-1.5022227543119673,-0.33300354996154696,-0.11681296154968518,1,0
1.3379115643549917,-3.1989321013536505,-0.33422471086196937,-1.5020756037677676,-0.33450958792648405,-0.13855727937841927,1,0
1.1271944377603036,-3.2234150283956984,-0.36329861321271634,-1.477032214711277,-0.3261658142433031,-0.12610850948414382,1,0
0.8202982715849714,-3.273206858017559,-0.3256480268808691,-1.3265079039080652,-0.36645446550562694,-0.12997769929839387,1,0
0.7530693297818325,-3.2707368320092542,-0.33307333369658854,-1.31917289540915,-0.3638414365033082,-0.11278459030507894,1,0
0.6600938987584783,-3.285099173966953,-0.3456944815257394,-1.3072311661239495,-0.3604491340238158,-0.10879610453215756,1,0
0.5246950450469553,-3.3400791797995923,-0.3681880101332176,-1.2861170035969225,-0.3561028213787533,-0.13977065147527024,1,0
0.11761089911492774,-3.4306660919353997,-0.3474923534120744,-1.1200958531189786,-0.39298164393147655,-0.16682077757724462,1,0
0.7526288602542419,-3.205217161401556,-0.24118342281032956,-1.211988777275542,-0.41574855919881376,-0.0405796675216636,1,0
0.8128617763710043,-3.265680945914654,-0.24011368575688224,-1.211168789552354,-0.41973600802712213,-0.11475553298109029,1,0
0.423458170347943,-3.351496133538176,-0.2988208263843535,-1.160378108136653,-0.40486570177097897,-0.1344721055959664,1,0
0.5257533184498019,-3.348753929665771,-0.20355630997182514,-1.0586937350494336,-0.4615597998032999,-0.1560793450712785,1,0
0.34389094477232013,-3.410601781537231,-0.23306805694176028,-1.0321723109911027,-0.4551861909192852,-0.18684011251330387,1,0
-0.14255213320673804,-3.535135021498394,-0.30766547208871725,-0.9661302005164445,-0.4371691784143477,-0.22670310491035242,-1,0
-0.013382133159977345,-3.4977767261976473,-0.28608578887729086,-0.9830493725697478,-0.44223368972279736,-0.2059103997003834,-1,0
-0.06697895034596955,-3.4887079344771346,-0.20975520130210895,-0.8656390633678456,-0.492038783178728,-0.19164229042995887,-1,0
-0.08002298152615589,-3.4691846501666475,-0.20876111834936467,-0.8660749512923172,-0.4911390982406449,-0.1660916243887858,-1,0
-0.046987345016440314,-3.430281911495611,-0.19995838109081387,-0.873719055702153,-0.49173939018526763,-0.12907934358996595,-1,0
-0.4468644429945778,-3.5307610876073725,-0.2612961167161052,-0.8197652862312975,-0.4767489101999843,-0.1600672650810527,-1,0
-0.2764297466797673,-3.4113944747489104,-0.1443906738419933,-0.7385777661970926,-0.5337560675470212,-0.06973893339119613,-1,0
-0.6494409575150099,-3.4300653674655646,-0.19319820840726967,-0.6968584772995993,-0.518126328373784,-0.01889231484024792,-1,0
-0.7422244872794648,-3.4792017664089796,-0.20952063473401492,-0.6805937601113857,-0.5153597214532234,-0.04907523126281659,-1,0
-0.2836824743809392,-3.3646894220099766,-0.13809698793537725,-0.7411789593181745,-0.5327161113716622,-0.007200082940724491,-1,0
0.35680402764405905,-3.042841501116691,0.05960717965762293,-0.7336154972106694,-0.6051568757775591,0.20714153720450007,-1,0
1.0062954239859527,-2.789093306066537,0.16803534060701567,-0.8325413866143527,-0.6268961725967916,0.35027637918740406,1,0
0.7036723371510256,-2.7770409815834234,0.12902339097710572,-0.803890288553848,-0.6128661749088837,0.4100634652312049,1,0
0.8768401981558095,-2.6948425030595367,0.15862337744522417,-0.8327137089299844,-0.6180449984631913,0.4598464328013899,1,0
0.4462449216018214,-2.737412110880866,0.17992463917183507,-0.6712030551573129,-0.6522575084635076,0.48101980151832285,1,0
0.6291193276726178,-2.6579271695284383,0.21140657655962677,-0.6999700954227869,-0.6582503970569353,0.5297372540127026,1,0
0.7889086708670193,-2.587970691256319,0.23859899381509744,-0.7254856569646471,-0.6633696912978851,0.5711927550617543,1,0
0.5795958052096947,-2.624449365183826,0.2075004200119285,-0.6998318710661969,-0.6549884331224946,0.5680730261160363,1,0
0.3916713369016012,-2.6668687952578205,0.26051556269095044,-0.5629692095597747,-0.7000155997046772,0.549084352501492,1,0
-0.121303000547589,-2.7521863153584265,0.18700063884844156,-0.4986617774491095,-0.6800585537368636,0.5553574669440301,1,0
-0.2773587622885774,-2.782091434281082,0.1653733468474918,-0.4776513589203932,-0.6744355118900491,0.5580283226764373,1,0
-0.37012666508658865,-2.8435442247361964,0.14823024452574743,-0.45959705242284205,-0.6721958302905546,0.5161932873711493,-1,0
-0.35827122652190463,-2.819641524260177,0.23489100650577865,-0.35041755852701467,-0.7246168758805116,0.5359852275055431,-1,0
-0.24119877268972031,-2.8020797860129494,0.25231921095475685,-0.36407974385553415,-0.7294155036831252,0.5368247932670835,-1,0
-0.1800829910125343,-2.892571231991773,0.2504491330927725,-0.3595269140952327,-0.7340853159612741,0.4330666229820336,-1,0
-0.1648637704030087,-2.973113071629396,0.24369647209941964,-0.3514660365189351,-0.7364967716710525,0.34742594413236483,-1,0
-0.49221311142481317,-3.0656890609530834,0.27394220143618725,-0.19368761466898415,-0.7766243375774021,0.3039350407382136,-1,1
-0.6370677278179445,-3.100274755456544,0.2525920328951975,-0.17371059058575206,-0.7712843443683844,0.2982231098831079,-1,1
-0.5475344222860118,-3.1442192764048387,0.2598100349666266,-0.17721771152508886,-0.7762233777491739,0.2401557369069102,-1,1
-0.6280472480849411,-3.1681502381400155,0.2473917109736311,-0.16551071249135813,-0.7732727033776964,0.23271031772253248,-1,1
-0.6253425007976835,-3.105910800054802,0.33632297460477983,-0.060413254570949676,-0.8241106808916294,0.29211991364890405,-1,1
-0.9762806368701107,-3.0949615216212605,0.29350373989198114,-0.024461637659471378,-0.8087028394981021,0.37037322966191655,-1,1
-0.24377857499406425,-2.82567977750175,0.4163708190779453,-0.13198394050007797,-0.8343263399677282,0.5244936208461264,-1,1
0.06492343570340803,-2.733319266404264,0.4648101000989728,-0.1755843465745571,-0.8451854593362378,0.5640085583606903,-1,1
0.1802628789683458,-2.711681049152065,0.5621486761538913,-0.07869885986048815,-0.901357281423495,0.5546015088246409,-1,1
-0.17060821412228536,-2.6829238632388215,0.5200199321043699,-0.045937607400086074,-0.885191545045141,0.6459016700042685,-1,1
-0.07268320928914133,-2.566752196157785,0.5447930745466677,-0.06997875727994203,-0.886603880502415,0.7496616783200198,-1,1
0.2327083341046785,-2.4054689410454366,0.600463405348641,-0.12128955924219766,-0.8958713029903005,0.861806760710384,-1,1
0.18174589653402728,-2.3335259282717575,0.6823925953108045,-0.012842615584350445,-0.9438438290540856,0.935157396594871,-1,0
-1.2602033974707816,-2.4570224141153862,0.48792648783676773,0.15396373479648615,-0.8848372051206337,1.073827790631455,-1,0
-0.7439578107392403,-2.2577224409271226,0.5773850005693583,0.07859741621706913,-0.9032493707316486,1.200008531093231,-1,0
-0.6567994317264305,-2.2425571910032605,0.5907915627356489,0.06845281655728715,-0.9067424662269903,1.2046821172501347,-1,0
-0.7456269023478457,-2.1956447346645476,0.6665805726193235,0.18505011181943437,-0.9539948519416619,1.265288366840702,-1,0
-0.8981681755323957,-2.2295041008129637,0.6441830962159738,0.20568857533785673,-0.9481927980408675,1.2617936302406452,-1,0
-0.8949304650746058,-2.2608635408579487,0.641677705649795,0.20965965025059935,-0.9490077555266507,1.2324799709849033,-1,0
-1.052075779990687,-2.294119044473589,0.6187254292145561,0.23070474118631873,-0.9429560397558527,1.2305653923546727,-1,0
-0.8275656852444384,-2.2528863170334015,0.7334543757381087,0.31513607140298233,-1.0037707469435844,1.228627789705417,-1,0
-0.8895989155233186,-2.2887494567921944,0.7216100802128046,0.3260089480897141,-1.0016610045040004,1.2042790278615287,-1,0
-0.6414731680159408,-2.229830343387901,0.7591837443540556,0.29311949701262036,-1.010741798406074,1.2222405778540941,-1,0
-0.6396645566171981,-2.3182901081232066,0.7491205916599182,0.3030142558472784,-1.0124009817609312,1.1288880551121552,-1,0
-0.7971118522112878,-2.340396398468207,0.8079548222737996,0.43432718720938523,-1.0579798611843456,1.1269904255214602,-1,0
-0.38028103824848625,-2.2526984093806783,0.8698970136387315,0.3802664936231035,-1.0736727157566257,1.1437943032791111,-1,0
-0.49226433870252695,-2.3282360544934115,0.8466763161678077,0.4003887671165838,-1.0701084782717405,1.0835944075154396,-1,0
-0.591790517996035,-2.5842574849589366,0.8058626511453928,0.44084792497041025,-1.071313094930554,0.8343110469570855,-1,0
-1.091833667670044,-2.651890638006398,0.8177026818164831,0.6144636523818552,-1.1035852096473455,0.8519927945552782,-1,0
-1.3891700203991022,-2.6769055060438713,0.7794041603675931,0.6504668342242252,-1.0917721750306866,0.8902541848890111,-1,0
-0.10996392119908717,-2.07001749531734,1.0072192963957367,0.445207588069955,-1.1329651909772362,1.295125201216082,-1,0
-0.01177050126514724,-1.917399523506659,1.0337224538357392,0.4150573902303223,-1.1327540840771184,1.4286291221416547,-1,0
0.060596449458183196,-1.7980532247001102,1.135053344376214,0.5039513056375589,-1.1844701260372283,1.524390426330441,-1,0
0.2961725394943758,-1.7139167290668447,1.1716071350746464,0.4674805424129566,-1.19185987574939,1.5609225338347794,1,0
0.12324914550934059,-1.7617329376797723,1.142730899868336,0.4897934923795135,-1.1848561926576098,1.5355454086474314,1,0
0.08187753756890447,-1.7928010692165648,1.1331624596367083,0.49702877765517883,-1.1834383510987203,1.5070156633090226,1,0
0.1848998409687938,-1.7643124547945226,1.229982550601757,0.5945194848733748,-1.2391327516328576,1.506986654426799,1,0
0.37399250622606445,-1.7065914583713317,1.2591193681999153,0.5670307307165087,-1.2456423909724983,1.5287086549376157,1,0
0.5032343827327972,-1.7488808630688033,1.2696282265982637,0.5574216600339059,-1.2517978531084542,1.4557750568397618,1,0
0.7666502149140284,-1.6811469665030776,1.308822145315275,0.5205560033051913,-1.2611959629828406,1.472202909433293,1,0
0.9250959938023705,-1.624161547228042,1.4963178839197322,0.7202944670573741,-1.370610163077341,1.4790338033748773,1,0
1.0356231467054835,-1.6305039734352946,1.5080480909736529,0.7080448738166669,-1.3751371449502425,1.4447701804336555,1,0
1.0671803057270033,-1.800525542054558,1.4923111379733758,0.7235938982463201,-1.3800887885357325,1.254787643947246,1,0
1.1648278979329436,-1.8693577750261658,1.4963780604039818,0.7206403499349026,-1.3857612120080474,1.1601699019584704,1,0
1.043879776426649,-2.541975434277329,0.07860052392641366,-1.991757724254908,0.18928913337648806,0.7193630799318406,1,0
1.3632015175911494,-2.639135670341101,0.1079821743022807,-2.0143166975604636,0.1732912775248832,0.5562254110090962,1,0
1.5708522286187618,-2.7680473980867126,0.11939010130709111,-2.0217790589966143,0.16150149543796072,0.37839019223168296,1,0
1.6941748041368967,-2.9730770678476035,0.1119315644718087,-2.011390441018931,0.15158545465186252,0.13643947087739788,1,0
1.3081471120070365,-3.042151662241848,0.13679459885412124,-1.8509976947503815,0.11436892130913408,0.122713775926371,1,1
1.3156892010096772,-3.019678256875177,0.14069144493397776,-1.8542478930945652,0.11418117029927628,0.14462143194437543,1,1
1.137216684004421,-3.065192005432415,0.11368304822852512,-1.8299755641966458,0.12047972615285625,0.12937789771487976,1,1
1.1533302875184495,-3.0957037001433108,0.1131560419794315,-1.8276433193390988,0.1186682796199326,0.09564879434089565,1,1
1.27884049911037,-3.0370234887520917,0.21747550206438737,-1.7351341601497872,0.06205694006556437,0.1266385082102546,1,0
1.1632544631565231,-3.1342147313660322,0.19258706970666817,-1.7115022561005426,0.06457849849698413,0.04546390467664286,1,0
1.0218473667082473,-3.195617169506312,0.16858913908222284,-1.689151854510803,0.06894844421716126,0.00756670013165859,1,0
1.0947458080800887,-3.1799108431427037,0.1802444143171653,-1.6981905852346781,0.06578531837348253,0.012193104903070665,1,0
0.9361033925708369,-3.190929201432272,0.24097840315006328,-1.5677086469669457,0.019910529696357086,0.022056402239279595,1,0
1.0635383573374324,-3.099464934580432,0.26772582114230664,-1.5914011240814558,0.01614524557183627,0.09602325504230372,1,0
1.2726284806446857,-3.0311330930773135,0.3018474756415194,-1.621280477032262,0.008481608981895752,0.12926986100578772,1,0
1.3201131269596866,-3.055166691457515,0.3051375299743488,-1.62363592614239,0.00580403793124639,0.09384920559457424,1,0
1.5409927071289804,-2.9666160742589884,0.4240414208584344,-1.545186741413064,-0.05396127684974204,0.13633477061618318,1,0
1.3395347453722,-2.9992483114182713,0.3945562498854274,-1.5207568679000882,-0.04600371217343523,0.13548824795943037,1,0
0.9807518985188735,-3.163215369935155,0.33125229247504956,-1.4640668919237805,-0.034347461247630204,0.027402566876093368,1,0
0.842355794457974,-3.228562001777319,0.3072544991131578,-1.4414889133193958,-0.030175970812847168,-0.014585986016257504,1,0
0.8446199200797619,-3.2656523681944973,0.3857423758860032,-1.3245665391155133,-0.08362513308230037,-0.0599042800944465,1,0
0.78599899253891,-3.2854402863962946,0.3768266054929362,-1.3156533971352935,-0.08184625795148993,-0.06829349997850023,1,0
0.4437522038871868,-3.372547352384676,0.32462377384245505,-1.2691547629121573,-0.06931866965459478,-0.09581965466053802,1,0
0.7766058978757432,-3.2628424403865526,0.3797306540674577,-1.3161262321903582,-0.08159195161508827,-0.03780216794888605,1,0
0.9492073904374599,-3.187982121229094,0.4914875484029649,-1.2305606384257601,-0.13965934091334364,0.0016902524025074106,1,0
0.9228613466349792,-3.1483120731908456,0.4924690339844419,-1.232536831231015,-0.13768448809973577,0.04731669651456745,1,0
