time,open,high,low,close,tick_volume,spread,real_volume,H-L,H-PC,L-PC,TR,ATR,result
2025-01-28 21:45:00,2763.783,2763.933,2763.183,2763.681,562,0,0,0.75,0.12199999999984357,0.6280000000001564,0.75,1.7039999999999833,Hold
2025-01-28 23:00:00,2763.323,2764.396,2762.833,2763.988,742,0,0,1.5630000000001019,0.7150000000001455,0.8479999999999563,1.5630000000001019,1.565714285714291,Hold
2025-01-28 23:15:00,2763.987,2764.223,2763.207,2763.498,524,0,0,1.0160000000000764,0.23500000000012733,0.7809999999999491,1.0160000000000764,1.532000000000023,Hold
2025-01-28 23:30:00,2763.492,2763.849,2762.931,2763.755,560,0,0,0.91800000000012,0.3510000000001128,0.5670000000000073,0.91800000000012,1.4036428571428783,Buy
2025-01-28 23:45:00,2763.774,2763.802,2762.713,2762.784,505,0,0,1.0889999999999418,0.047000000000025466,1.0419999999999163,1.0889999999999418,1.3292857142857233,Buy
2025-01-29 00:00:00,2762.781,2763.181,2762.314,2762.829,666,0,0,0.8670000000001892,0.3969999999999345,0.47000000000025466,0.8670000000001892,1.2916428571428955,Buy
2025-01-29 00:15:00,2762.864,2763.937,2762.683,2763.663,593,0,0,1.2539999999999054,1.1079999999997199,0.14600000000018554,1.2539999999999054,1.2910000000000375,Buy
2025-01-29 00:30:00,2763.658,2764.623,2763.345,2764.487,922,0,0,1.2780000000002474,0.9600000000000364,0.318000000000211,1.2780000000002474,1.273142857142927,Buy
2025-01-29 00:45:00,2764.503,2764.959,2763.831,2764.001,723,0,0,1.1279999999997017,0.4719999999997526,0.6559999999999491,1.1279999999997017,1.1740000000000432,Buy
2025-01-29 01:00:00,2764.019,2766.257,2763.96,2765.392,1540,0,0,2.2970000000000255,2.255999999999858,0.04100000000016735,2.2970000000000255,1.1835714285714727,Buy
2025-01-29 01:15:00,2765.429,2765.959,2764.687,2765.68,2002,0,0,1.2719999999999345,0.5670000000000073,0.7049999999999272,1.2719999999999345,1.1819285714286056,Sell
2025-01-29 01:30:00,2765.639,2766.351,2764.492,2764.562,1535,0,0,1.8589999999999236,0.6710000000002765,1.1879999999996471,1.8589999999999236,1.2127857142857335,Sell
2025-01-29 01:45:00,2764.58,2765.132,2763.667,2763.881,1039,0,0,1.4650000000001455,0.5700000000001637,0.8949999999999818,1.4650000000001455,1.2574285714285907,Sell
2025-01-29 02:00:00,2763.875,2765.731,2763.45,2765.056,1906,0,0,2.281000000000404,1.8500000000003638,0.43100000000004,2.281000000000404,1.3597857142857654,Hold
2025-01-29 02:15:00,2765.101,2765.44,2764.269,2764.703,1426,0,0,1.1710000000002765,0.38400000000001455,0.7870000000002619,1.1710000000002765,1.3898571428572137,Sell
2025-01-29 02:30:00,2764.636,2765.678,2764.486,2764.785,1471,0,0,1.1920000000000073,0.974999999999909,0.21700000000009823,1.1920000000000073,1.363357142857207,Sell
2025-01-29 02:45:00,2764.761,2765.5,2763.963,2764.288,1771,0,0,1.5369999999998072,0.7150000000001455,0.8219999999996617,1.5369999999998072,1.4005714285714734,Sell
2025-01-29 03:00:00,2764.288,2764.58,2763.235,2763.489,1862,0,0,1.3449999999998,0.2919999999999163,1.0529999999998836,1.3449999999998,1.4310714285714508,Sell
2025-01-29 03:15:00,2763.487,2763.822,2762.358,2763.384,1929,0,0,1.4639999999999418,0.3330000000000837,1.1309999999998581,1.4639999999999418,1.457857142857165,Hold
2025-01-29 03:30:00,2763.427,2763.722,2762.651,2763.194,1944,0,0,1.0710000000003674,0.3380000000001928,0.7330000000001746,1.0710000000003674,1.4724285714286063,Hold
2025-01-29 03:45:00,2763.195,2763.584,2762.629,2762.854,1556,0,0,0.9549999999999272,0.38999999999987267,0.5650000000000546,0.9549999999999272,1.451071428571465,Sell
2025-01-29 04:00:00,2762.846,2763.069,2761.584,2761.66,2032,0,0,1.4850000000001273,0.21500000000014552,1.2699999999999818,1.4850000000001273,1.4658571428571707,Sell
2025-01-29 04:15:00,2761.702,2763.716,2761.537,2763.619,2118,0,0,2.1790000000000873,2.05600000000004,0.1230000000000473,2.1790000000000873,1.5409285714286267,Buy
2025-01-29 04:30:00,2763.658,2764.436,2763.459,2763.728,1695,0,0,0.9770000000003165,0.8170000000000073,0.16000000000030923,0.9770000000003165,1.4466428571429333,Sell
2025-01-29 04:45:00,2763.725,2763.848,2762.282,2762.51,1694,0,0,1.5659999999998035,0.11999999999989086,1.4459999999999127,1.5659999999998035,1.4676428571429239,Sell
2025-01-29 05:00:00,2762.527,2762.974,2761.62,2762.823,1677,0,0,1.3540000000002692,0.4639999999999418,0.8900000000003274,1.3540000000002692,1.43157142857152,Sell
2025-01-29 05:15:00,2762.809,2763.138,2761.889,2762.229,1109,0,0,1.2489999999997963,0.31500000000005457,0.9339999999997417,1.2489999999997963,1.4161428571429238,Sell
2025-01-29 05:30:00,2762.269,2762.529,2760.144,2760.364,1349,0,0,2.3850000000002183,0.3000000000001819,2.0850000000000364,2.3850000000002183,1.4235714285714818,Sell
2025-01-29 05:45:00,2760.35,2761.5,2760.219,2760.819,1431,0,0,1.280999999999949,1.1359999999999673,0.1449999999999818,1.280999999999949,1.4314285714286012,Sell
2025-01-29 06:00:00,2760.854,2761.283,2759.777,2760.697,2921,0,0,1.5059999999998581,0.4639999999999418,1.0419999999999163,1.5059999999998581,1.453857142857162,Sell
2025-01-29 06:15:00,2760.736,2762.211,2760.25,2760.725,2053,0,0,1.9609999999997854,1.513999999999669,0.4470000000001164,1.9609999999997854,1.4841428571428747,Sell
2025-01-29 06:30:00,2760.746,2761.781,2759.888,2760.858,1367,0,0,1.893000000000029,1.05600000000004,0.8369999999999891,1.893000000000029,1.5232857142857483,Sell
2025-01-29 06:45:00,2760.865,2760.896,2759.314,2759.32,1599,0,0,1.5820000000003347,0.038000000000010914,1.5440000000003238,1.5820000000003347,1.5317142857143478,Sell
2025-01-29 07:00:00,2759.287,2760.685,2758.362,2759.84,1701,0,0,2.3229999999998654,1.3649999999997817,0.9580000000000837,2.3229999999998654,1.6211428571428834,Buy
2025-01-29 07:15:00,2759.798,2759.971,2757.494,2758.34,1996,0,0,2.4769999999998618,0.13099999999985812,2.3460000000000036,2.4769999999998618,1.7298571428571645,Buy
2025-01-29 07:30:00,2758.379,2758.626,2757.548,2757.937,2183,0,0,1.0780000000004293,0.2860000000000582,0.7920000000003711,1.0780000000004293,1.7007857142857574,Buy
2025-01-29 07:45:00,2757.964,2759.762,2757.656,2759.154,1934,0,0,2.106000000000222,1.8250000000002728,0.28099999999994907,2.106000000000222,1.6955714285714814,Buy
2025-01-29 08:00:00,2759.198,2762.956,2759.198,2761.436,1472,0,0,3.7580000000002656,3.8020000000001346,0.04399999999986903,3.8020000000001346,1.8973571428571827,Buy
2025-01-29 08:15:00,2761.477,2764.563,2761.404,2764.517,2072,0,0,3.1590000000001055,3.1269999999999527,0.032000000000152795,3.1590000000001055,2.0111428571429184,Buy
2025-01-29 08:30:00,2764.541,2766.163,2762.955,2763.221,2120,0,0,3.2080000000000837,1.6460000000001855,1.5619999999998981,3.2080000000000837,2.1435714285714766,Sell
2025-01-29 08:45:00,2763.176,2764.589,2762.62,2764.032,1800,0,0,1.969000000000051,1.3679999999999382,0.6010000000001128,1.969000000000051,2.1950000000000665,Sell
2025-01-29 09:00:00,2764.002,2764.23,2760.452,2762.119,2187,0,0,3.7779999999997926,0.1979999999998654,3.5799999999999272,3.7779999999997926,2.2945000000000357,Sell
2025-01-29 09:15:00,2762.086,2764.057,2762.086,2763.071,1716,0,0,1.9710000000000036,1.9379999999996471,0.03300000000035652,1.9710000000000036,2.343785714285754,Sell
2025-01-29 09:30:00,2763.036,2764.208,2762.105,2763.886,2027,0,0,2.1030000000000655,1.137000000000171,0.9659999999998945,2.1030000000000655,2.386428571428626,Sell
2025-01-29 09:45:00,2763.835,2764.549,2762.184,2762.923,2656,0,0,2.3649999999997817,0.6630000000000109,1.7019999999997708,2.3649999999997817,2.4152857142857687,Sell
2025-01-29 10:00:00,2762.801,2763.566,2761.666,2762.041,2900,0,0,1.8999999999996362,0.6430000000000291,1.256999999999607,1.8999999999996362,2.4157857142857404,Sell
2025-01-29 10:15:00,2762.086,2762.234,2759.388,2759.465,2716,0,0,2.8460000000000036,0.19299999999975626,2.6530000000002474,2.8460000000000036,2.506071428571431,Sell
2025-01-29 10:30:00,2759.487,2760.291,2757.591,2758.764,3412,0,0,2.700000000000273,0.8260000000000218,1.874000000000251,2.700000000000273,2.533000000000032,Hold
2025-01-29 10:45:00,2758.722,2758.74,2757.087,2758.335,3332,0,0,1.6529999999997926,0.02400000000034197,1.6770000000001346,1.6770000000001346,2.475857142857194,Hold
2025-01-29 11:00:00,2758.296,2758.965,2757.469,2758.518,2618,0,0,1.4960000000000946,0.6300000000001091,0.8659999999999854,1.4960000000000946,2.505714285714313,Hold
2025-01-29 11:15:00,2758.596,2759.865,2758.028,2759.02,1351,0,0,1.836999999999989,1.3469999999997526,0.49000000000023647,1.836999999999989,2.4865000000000106,Hold
2025-01-29 11:30:00,2759.011,2759.626,2758.306,2759.131,1254,0,0,1.3200000000001637,0.6060000000002219,0.7139999999999418,1.3200000000001637,2.3092142857142983,Sell
2025-01-29 11:45:00,2759.156,2759.648,2758.37,2759.074,1118,0,0,1.2780000000002474,0.5170000000002801,0.7609999999999673,1.2780000000002474,2.174857142857166,Sell
2025-01-29 12:00:00,2759.036,2759.218,2756.255,2757.432,2128,0,0,2.962999999999738,0.14399999999977808,2.81899999999996,2.962999999999738,2.157357142857141,Sell
2025-01-29 12:15:00,2757.389,2757.822,2755.708,2756.743,2069,0,0,2.1140000000000327,0.3900000000003274,1.7239999999997053,2.1140000000000327,2.1677142857142826,Sell
2025-01-29 12:30:00,2756.728,2758.316,2755.943,2757.003,2486,0,0,2.3729999999995925,1.5729999999998654,0.7999999999997272,2.3729999999995925,2.0673571428571256,Sell
2025-01-29 12:45:00,2757.008,2757.581,2755.625,2756.637,2859,0,0,1.956000000000131,0.5779999999999745,1.3780000000001564,1.956000000000131,2.066285714285706,Sell
2025-01-29 13:00:00,2756.67,2759.088,2755.77,2756.725,5223,0,0,3.318000000000211,2.451000000000022,0.8670000000001892,3.318000000000211,2.1530714285714305,Sell
2025-01-29 13:15:00,2756.771,2757.024,2752.28,2755.085,5992,0,0,4.743999999999687,0.29899999999997817,4.444999999999709,4.743999999999687,2.3229999999999955,Sell
2025-01-29 13:30:00,2755.06,2758.209,2754.478,2757.585,3213,0,0,3.730999999999767,3.1239999999997963,0.6069999999999709,3.730999999999767,2.453785714285719,Buy
2025-01-29 13:45:00,2757.617,2759.624,2756.555,2758.76,2706,0,0,3.06899999999996,2.03899999999976,1.0300000000002,3.06899999999996,2.469714285714287,Sell
2025-01-29 14:00:00,2758.723,2760.638,2758.373,2759.082,2660,0,0,2.2649999999998727,1.8779999999997017,0.387000000000171,2.2649999999998727,2.4386428571428302,Sell
2025-01-29 14:15:00,2759.026,2761.188,2756.564,2757.59,4631,0,0,4.624000000000251,2.106000000000222,2.518000000000029,4.624000000000251,2.6491428571428384,Sell
2025-01-29 14:30:00,2757.634,2761.081,2757.26,2758.072,7812,0,0,3.8209999999999127,3.4909999999999854,0.32999999999992724,3.8209999999999127,2.815214285714254,Sell
2025-01-29 14:45:00,2758.0,2760.934,2756.964,2759.406,3809,0,0,3.9700000000002547,2.86200000000008,1.1080000000001746,3.9700000000002547,2.9675714285714156,Sell
2025-01-29 15:00:00,2759.361,2759.804,2756.345,2759.199,4205,0,0,3.4590000000002874,0.39800000000013824,3.061000000000149,3.4590000000002874,3.120357142857139,Sell
2025-01-29 15:15:00,2759.153,2759.292,2749.97,2750.326,3964,0,0,9.322000000000116,0.0929999999998472,9.22900000000027,9.322000000000116,3.6949285714285582,Sell
2025-01-29 15:30:00,2750.278,2753.557,2748.286,2753.557,5390,0,0,5.270999999999731,3.230999999999767,2.0399999999999636,5.270999999999731,3.8597857142857004,Buy
2025-01-29 15:45:00,2753.521,2754.773,2752.829,2754.19,2929,0,0,1.94399999999996,1.2160000000003492,0.7279999999996107,1.94399999999996,3.847642857142838,Hold
2025-01-29 16:00:00,2754.23,2756.37,2751.751,2753.751,4283,0,0,4.618999999999687,2.1799999999998363,2.438999999999851,4.618999999999687,4.008071428571417,Hold
2025-01-29 16:15:00,2753.788,2753.928,2751.648,2752.654,4353,0,0,2.2799999999997453,0.17699999999967986,2.1030000000000655,2.2799999999997453,4.031214285714246,Hold
2025-01-29 16:30:00,2752.655,2753.774,2751.484,2752.694,3471,0,0,2.2899999999999636,1.1199999999998909,1.1700000000000728,2.2899999999999636,3.9577857142856567,Hold
2025-01-29 16:45:00,2752.709,2753.501,2748.372,2751.591,3860,0,0,5.12900000000036,0.8070000000002437,4.322000000000116,5.12900000000036,3.985285714285705,Hold
2025-01-29 17:00:00,2751.619,2754.48,2751.54,2752.662,2583,0,0,2.9400000000000546,2.8890000000001237,0.05099999999993088,2.9400000000000546,3.9287857142857256,Hold
2025-01-29 17:15:00,2752.714,2753.406,2750.963,2752.148,2351,0,0,2.4429999999997563,0.7440000000001419,1.6989999999996144,2.4429999999997563,3.884071428571425,Sell
2025-01-29 17:30:00,2752.114,2753.438,2751.391,2753.279,1503,0,0,2.0470000000000255,1.2899999999999636,0.7570000000000618,2.0470000000000255,3.8685000000000076,Sell
2025-01-29 17:45:00,2753.297,2754.386,2752.718,2752.968,1304,0,0,1.66800000000012,1.106999999999971,0.5610000000001492,1.66800000000012,3.657357142857141,Sell
2025-01-29 18:00:00,2752.934,2753.076,2748.832,2751.908,2551,0,0,4.244000000000142,0.10800000000017462,4.135999999999967,4.244000000000142,3.687571428571443,Sell
2025-01-29 18:15:00,2751.94,2753.961,2750.731,2753.77,2179,0,0,3.2299999999995634,2.0529999999998836,1.1769999999996799,3.2299999999995634,3.6347142857142507,Sell
2025-01-29 18:30:00,2753.783,2753.955,2751.991,2752.842,2202,0,0,1.9639999999999418,0.18499999999994543,1.7789999999999964,1.9639999999999418,3.527928571428512,Sell
2025-01-29 18:45:00,2752.872,2753.615,2751.097,2751.591,2019,0,0,2.5179999999995744,0.7729999999996835,1.7449999999998909,2.5179999999995744,3.0419285714284734,Sell
2025-01-29 19:00:00,2751.962,2752.471,2745.434,2747.955,6338,0,0,7.036999999999807,0.8800000000001091,6.156999999999698,7.036999999999807,3.1680714285713356,Sell
2025-01-29 19:15:00,2747.919,2748.622,2744.893,2745.701,3754,0,0,3.7289999999998145,0.6669999999999163,3.061999999999898,3.7289999999998145,3.2955714285713253,Buy
2025-01-29 19:30:00,2745.714,2757.968,2744.824,2754.641,7490,0,0,13.143999999999778,12.266999999999825,0.8769999999999527,13.143999999999778,3.9044999999999033,Buy
2025-01-29 19:45:00,2754.596,2757.611,2751.117,2755.298,5074,0,0,6.493999999999687,2.9699999999998,3.5239999999998872,6.493999999999687,4.205499999999899,Hold
2025-01-29 20:00:00,2755.26,2758.341,2752.825,2755.64,5570,0,0,5.516000000000076,3.04300000000012,2.4729999999999563,5.516000000000076,4.435928571428478,Hold
2025-01-29 20:15:00,2755.613,2759.117,2753.41,2757.185,3674,0,0,5.707000000000335,3.4770000000003165,2.230000000000018,5.707000000000335,4.477214285714191,Hold
2025-01-29 20:30:00,2757.225,2757.856,2755.167,2755.548,2716,0,0,2.6890000000003056,0.6710000000002765,2.018000000000029,2.6890000000003056,4.459285714285637,Hold
2025-01-29 20:45:00,2755.587,2755.99,2754.396,2754.983,2291,0,0,1.5939999999995962,0.4420000000000073,1.151999999999589,1.5939999999995962,4.398642857142769,Hold
2025-01-29 21:00:00,2754.938,2755.87,2754.117,2755.568,1411,0,0,1.7529999999997017,0.8869999999997162,0.8659999999999854,1.7529999999997017,4.377642857142746,Hold
2025-01-29 21:15:00,2755.61,2756.967,2755.133,2756.815,1112,0,0,1.8340000000002874,1.3989999999998872,0.4350000000004002,1.8340000000002874,4.3894999999999005,Hold
2025-01-29 21:30:00,2756.81,2757.699,2756.391,2757.323,1330,0,0,1.3079999999999927,0.8840000000000146,0.42399999999997817,1.3079999999999927,4.179785714285605,Hold
2025-01-29 21:45:00,2757.278,2759.728,2756.741,2759.102,1352,0,0,2.98700000000008,2.4050000000002,0.58199999999988,2.98700000000008,4.1624285714284985,Hold
2025-01-29 23:00:00,2759.537,2760.058,2758.241,2760.008,848,0,0,1.8170000000000073,0.956000000000131,0.8609999999998763,1.8170000000000073,4.1519285714285035,Hold
2025-01-29 23:15:00,2759.991,2760.765,2759.687,2760.443,801,0,0,1.0779999999999745,0.7570000000000618,0.3209999999999127,1.0779999999999745,4.049071428571389,Hold
2025-01-29 23:30:00,2760.45,2760.596,2759.664,2760.095,1054,0,0,0.931999999999789,0.15299999999979264,0.7789999999999964,0.931999999999789,3.612999999999959,Hold
2025-01-29 23:45:00,2760.052,2760.458,2759.782,2760.387,695,0,0,0.6759999999999309,0.36300000000028376,0.3129999999996471,0.6759999999999309,3.394928571428539,Hold
2025-01-30 00:00:00,2760.323,2760.456,2759.003,2759.522,745,0,0,1.4529999999999745,0.06899999999995998,1.3840000000000146,1.4529999999999745,2.559857142857124,Hold
2025-01-30 00:15:00,2759.539,2761.393,2759.239,2761.242,748,0,0,2.1539999999999964,1.8710000000000946,0.2829999999999018,2.1539999999999964,2.249857142857146,Hold
2025-01-30 00:30:00,2761.283,2762.6,2761.113,2762.139,829,0,0,1.48700000000008,1.3579999999997199,0.12900000000036016,1.48700000000008,1.9620714285714322,Hold
2025-01-30 00:45:00,2762.187,2762.603,2761.556,2762.239,1328,0,0,1.0470000000000255,0.4639999999999418,0.5830000000000837,1.0470000000000255,1.6292142857142673,Sell
2025-01-30 01:00:00,2762.195,2762.195,2759.098,2760.587,2193,0,0,3.0970000000002074,0.04399999999986903,3.1410000000000764,3.1410000000000764,1.6614999999999651,Sell
2025-01-30 01:15:00,2760.598,2761.358,2759.381,2760.762,1523,0,0,1.9770000000003165,0.7710000000001855,1.206000000000131,1.9770000000003165,1.6888571428571595,Hold
2025-01-30 01:30:00,2760.776,2761.421,2759.626,2760.056,1384,0,0,1.794999999999618,0.6589999999996508,1.1359999999999673,1.794999999999618,1.6918571428571536,Hold
2025-01-30 01:45:00,2760.109,2760.957,2759.746,2760.187,1161,0,0,1.2109999999997854,0.9009999999998399,0.30999999999994543,1.2109999999997854,1.6473571428571177,Hold
2025-01-30 02:00:00,2760.154,2761.142,2759.482,2760.982,1775,0,0,1.6599999999998545,0.9549999999999272,0.7049999999999272,1.6599999999998545,1.672499999999965,Hold
2025-01-30 02:15:00,2760.98,2761.768,2759.992,2760.477,1797,0,0,1.77599999999984,0.7860000000000582,0.9899999999997817,1.77599999999984,1.5859999999999477,Buy
2025-01-30 02:30:00,2760.529,2760.666,2759.26,2759.96,1648,0,0,1.405999999999949,0.1890000000003056,1.2169999999996435,1.405999999999949,1.5566428571428008,Buy
2025-01-30 02:45:00,2759.944,2760.624,2759.589,2760.387,1352,0,0,1.0349999999998545,0.6639999999997599,0.3710000000000946,1.0349999999998545,1.5535714285713635,Buy
2025-01-30 03:00:00,2760.385,2760.771,2759.394,2759.89,1481,0,0,1.3770000000004075,0.38400000000001455,0.9930000000003929,1.3770000000004075,1.585357142857122,Buy
2025-01-30 03:15:00,2759.853,2761.484,2759.74,2760.624,1270,0,0,1.7440000000001419,1.594000000000051,0.15000000000009095,1.7440000000001419,1.6616428571428514,Buy
2025-01-30 03:30:00,2760.59,2762.248,2760.559,2761.668,1769,0,0,1.6889999999998508,1.624000000000251,0.06499999999959982,1.6889999999998508,1.6784999999999854,Buy
2025-01-30 03:45:00,2761.671,2762.657,2761.194,2761.815,1066,0,0,1.4630000000001928,0.9890000000000327,0.47400000000016007,1.4630000000001928,1.6291428571428566,Sell
2025-01-30 04:00:00,2761.779,2763.478,2761.591,2762.945,1330,0,0,1.887000000000171,1.663000000000011,0.22400000000016007,1.887000000000171,1.6577142857142917,Sell
2025-01-30 04:15:00,2762.937,2763.436,2762.04,2762.32,1331,0,0,1.3960000000001855,0.49099999999998545,0.9050000000002001,1.3960000000001855,1.6826428571428746,Sell
2025-01-30 04:30:00,2762.308,2762.308,2760.449,2761.044,1131,0,0,1.8589999999999236,0.012000000000170985,1.8710000000000946,1.8710000000000946,1.5919285714285902,Sell
2025-01-30 04:45:00,2761.031,2761.308,2759.821,2760.574,1193,0,0,1.48700000000008,0.2640000000001237,1.2229999999999563,1.48700000000008,1.5569285714285732,Hold
2025-01-30 05:00:00,2760.554,2761.145,2760.103,2760.596,1417,0,0,1.0419999999999163,0.5709999999999127,0.47100000000000364,1.0419999999999163,1.5031428571428802,Buy
2025-01-30 05:15:00,2760.621,2760.86,2759.699,2760.46,1069,0,0,1.1610000000000582,0.2640000000001237,0.8969999999999345,1.1610000000000582,1.4995714285714712,Buy
2025-01-30 05:30:00,2760.433,2760.433,2758.713,2759.349,1236,0,0,1.7199999999998,0.027000000000043656,1.7469999999998436,1.7469999999998436,1.505785714285756,Buy
2025-01-30 05:45:00,2759.352,2761.228,2759.035,2760.646,1085,0,0,2.193000000000211,1.8789999999999054,0.3140000000003056,2.193000000000211,1.535571428571497,Buy
2025-01-30 06:00:00,2760.599,2762.095,2760.289,2761.383,1414,0,0,1.8059999999995853,1.4489999999996144,0.3569999999999709,1.8059999999995853,1.5641428571428995,Buy
2025-01-30 06:15:00,2761.405,2762.509,2760.642,2761.352,1389,0,0,1.8670000000001892,1.1260000000002037,0.7409999999999854,1.8670000000001892,1.6235714285714948,Buy
2025-01-30 06:30:00,2761.293,2762.71,2760.797,2761.728,1386,0,0,1.913000000000011,1.3580000000001746,0.5549999999998363,1.913000000000011,1.661857142857181,Buy
2025-01-30 06:45:00,2761.688,2766.586,2761.373,2765.638,1943,0,0,5.212999999999738,4.85799999999972,0.3550000000000182,5.212999999999738,1.9096428571428663,Buy
2025-01-30 07:00:00,2765.622,2767.114,2765.052,2766.384,2604,0,0,2.061999999999898,1.4760000000001128,0.5859999999997854,2.061999999999898,1.9362857142857268,Buy
2025-01-30 07:15:00,2766.48,2768.466,2766.083,2766.597,1879,0,0,2.382999999999811,2.08199999999988,0.3009999999999309,2.382999999999811,2.001999999999985,Buy
2025-01-30 07:30:00,2766.599,2767.661,2765.276,2767.26,1782,0,0,2.3850000000002183,1.0639999999998508,1.3210000000003674,2.3850000000002183,2.0375714285714173,Buy
2025-01-30 07:45:00,2767.258,2769.608,2767.059,2769.196,1631,0,0,2.548999999999978,2.3479999999999563,0.20100000000002183,2.548999999999978,2.119928571428545,Buy
