time,open,high,low,close,tick_volume,spread,real_volume
2025-04-22 03:15:00,3476.311,3489.268,3476.239,3488.654,6998,0,0
2025-04-22 03:30:00,3488.667,3494.923,3483.834,3490.514,5459,0,0
2025-04-22 03:45:00,3490.488,3491.878,3486.996,3487.856,3515,0,0
2025-04-22 04:00:00,3487.974,3488.632,3479.596,3481.775,5216,0,0
2025-04-22 04:15:00,3481.822,3485.882,3480.083,3483.295,3396,0,0
2025-04-22 04:30:00,3483.345,3484.425,3480.508,3481.728,2563,0,0
2025-04-22 04:45:00,3481.654,3487.317,3479.701,3484.564,2131,0,0
2025-04-22 05:00:00,3484.528,3486.958,3477.641,3479.622,3750,0,0
2025-04-22 05:15:00,3479.63,3482.379,3477.233,3480.661,2755,0,0
2025-04-22 05:30:00,3480.695,3488.334,3473.547,3488.181,6292,0,0
2025-04-22 05:45:00,3488.206,3495.669,3487.753,3494.471,5828,0,0
2025-04-22 06:00:00,3494.424,3498.51,3489.04,3497.587,6223,0,0
2025-04-22 06:15:00,3497.543,3500.113,3482.48,3488.576,8607,0,0
2025-04-22 06:30:00,3488.445,3488.456,3476.803,3485.798,9130,0,0
2025-04-22 06:45:00,3485.832,3491.004,3475.288,3479.877,9160,0,0
2025-04-22 07:00:00,3479.836,3480.764,3460.941,3462.159,9282,0,0
2025-04-22 07:15:00,3462.184,3471.537,3461.088,3465.544,6884,0,0
2025-04-22 07:30:00,3465.51,3480.044,3465.19,3473.884,5733,0,0
2025-04-22 07:45:00,3473.908,3474.161,3468.027,3468.75,5233,0,0
2025-04-22 08:00:00,3468.714,3472.769,3465.981,3469.283,3744,0,0
2025-04-22 08:15:00,3469.227,3469.43,3463.277,3464.407,2887,0,0
2025-04-22 08:30:00,3464.381,3464.846,3451.139,3451.273,6570,0,0
2025-04-22 08:45:00,3451.308,3454.389,3443.231,3444.045,6235,0,0
2025-04-22 09:00:00,3444.142,3457.178,3444.069,3454.465,6274,0,0
2025-04-22 09:15:00,3454.473,3458.899,3453.771,3456.415,3387,0,0
2025-04-22 09:30:00,3456.453,3457.523,3451.416,3456.622,4198,0,0
2025-04-22 09:45:00,3456.658,3457.725,3451.103,3454.699,4156,0,0
2025-04-22 10:00:00,3454.699,3468.43,3454.699,3465.587,4636,0,0
2025-04-22 10:15:00,3465.666,3465.758,3455.27,3458.023,4608,0,0
2025-04-22 10:30:00,3457.996,3463.241,3454.507,3458.115,4000,0,0
2025-04-22 10:45:00,3458.08,3458.277,3451.409,3452.377,3742,0,0
2025-04-22 11:00:00,3452.443,3457.358,3448.358,3456.158,3807,0,0
2025-04-22 11:15:00,3456.061,3458.958,3450.396,3453.04,3069,0,0
2025-04-22 11:30:00,3452.965,3454.587,3448.16,3453.231,4086,0,0
2025-04-22 11:45:00,3453.296,3461.334,3452.97,3456.795,3052,0,0
2025-04-22 12:00:00,3456.786,3460.04,3452.676,3456.093,4902,0,0
2025-04-22 12:15:00,3456.134,3464.909,3451.442,3454.571,6653,0,0
2025-04-22 12:30:00,3454.484,3455.082,3441.804,3445.637,8141,0,0
2025-04-22 12:45:00,3445.569,3445.879,3424.336,3431.665,11230,0,0
2025-04-22 13:00:00,3431.644,3444.486,3420.606,3443.324,12973,0,0
2025-04-22 13:15:00,3443.362,3449.785,3435.619,3443.762,8364,0,0
2025-04-22 13:30:00,3443.738,3445.33,3411.145,3411.887,13949,0,0
2025-04-22 13:45:00,3411.923,3430.765,3408.671,3418.806,12120,0,0
2025-04-22 14:00:00,3418.837,3435.209,3418.104,3430.813,8416,0,0
2025-04-22 14:15:00,3430.761,3433.886,3423.468,3432.249,6679,0,0
2025-04-22 14:30:00,3432.208,3439.046,3431.435,3431.435,6273,0,0
2025-04-22 14:45:00,3431.407,3431.636,3424.571,3430.034,4785,0,0
2025-04-22 15:00:00,3430.123,3433.289,3419.294,3426.162,5452,0,0
2025-04-22 15:15:00,3426.225,3427.644,3412.196,3412.693,5114,0,0
2025-04-22 15:30:00,3412.639,3429.617,3410.379,3429.121,6362,0,0
2025-04-22 15:45:00,3429.083,3430.137,3414.785,3417.809,5777,0,0
2025-04-22 16:00:00,3417.758,3421.155,3405.167,3414.099,12171,0,0
2025-04-22 16:15:00,3414.128,3414.511,3385.157,3386.834,14470,0,0
2025-04-22 16:30:00,3386.861,3392.449,3372.074,3383.767,13800,0,0
2025-04-22 16:45:00,3383.796,3394.567,3381.516,3393.046,8843,0,0
2025-04-22 17:00:00,3393.071,3398.446,3386.198,3396.668,8381,0,0
2025-04-22 17:15:00,3396.774,3410.396,3395.913,3407.536,10249,0,0
2025-04-22 17:30:00,3407.494,3408.032,3396.137,3396.539,6263,0,0
2025-04-22 17:45:00,3396.514,3404.837,3395.828,3401.943,4251,0,0
2025-04-22 18:00:00,3401.917,3402.668,3392.922,3397.543,3939,0,0
2025-04-22 18:15:00,3397.494,3397.869,3386.191,3388.709,3998,0,0
2025-04-22 18:30:00,3388.754,3391.765,3381.098,3382.463,3295,0,0
2025-04-22 18:45:00,3382.452,3382.452,3373.223,3381.531,4109,0,0
2025-04-22 19:00:00,3381.568,3385.904,3380.803,3381.712,3488,0,0
2025-04-22 19:15:00,3381.771,3384.453,3375.541,3375.541,3907,0,0
2025-04-22 19:30:00,3375.523,3377.26,3366.825,3374.921,4777,0,0
2025-04-22 19:45:00,3374.881,3377.952,3369.809,3374.869,4239,0,0
2025-04-22 20:00:00,3374.898,3382.48,3373.389,3382.175,2883,0,0
2025-04-22 20:15:00,3382.187,3382.807,3379.546,3381.387,1747,0,0
2025-04-22 20:30:00,3381.371,3381.926,3376.857,3379.877,1842,0,0
2025-04-22 20:45:00,3379.91,3382.689,3377.255,3381.459,1621,0,0
2025-04-22 22:00:00,3337.647,3347.136,3316.774,3335.511,8759,0,0
2025-04-22 22:15:00,3335.549,3336.583,3319.223,3319.721,6042,0,0
2025-04-22 22:30:00,3319.681,3333.501,3315.908,3332.31,5930,0,0
2025-04-22 22:45:00,3332.335,3334.171,3323.364,3327.984,5743,0,0
2025-04-22 23:00:00,3328.015,3341.414,3326.895,3341.068,4299,0,0
2025-04-22 23:15:00,3341.057,3350.047,3338.196,3339.774,5487,0,0
2025-04-22 23:30:00,3339.695,3341.752,3332.855,3338.219,4447,0,0
2025-04-22 23:45:00,3338.245,3341.173,3332.187,3336.641,5353,0,0
2025-04-23 00:00:00,3336.687,3343.1,3334.667,3343.1,4912,0,0
2025-04-23 00:15:00,3343.074,3352.799,3338.851,3350.965,4367,0,0
2025-04-23 00:30:00,3350.927,3358.28,3350.66,3357.218,4887,0,0
2025-04-23 00:45:00,3357.227,3371.387,3356.307,3367.945,6655,0,0
2025-04-23 01:00:00,3368.029,3380.782,3360.589,3371.655,15098,0,0
2025-04-23 01:15:00,3371.685,3377.507,3366.61,3368.424,8120,0,0
2025-04-23 01:30:00,3368.405,3386.328,3359.065,3385.994,9031,0,0
2025-04-23 01:45:00,3386.02,3386.723,3377.741,3379.34,7742,0,0
2025-04-23 02:00:00,3379.332,3380.061,3371.214,3372.304,5314,0,0
2025-04-23 02:15:00,3372.356,3373.69,3368.806,3373.346,3087,0,0
2025-04-23 02:30:00,3373.371,3375.238,3357.918,3362.672,6691,0,0
2025-04-23 02:45:00,3362.644,3363.899,3348.735,3354.301,9764,0,0
2025-04-23 03:00:00,3354.221,3355.739,3329.24,3336.383,11066,0,0
2025-04-23 03:15:00,3336.351,3341.258,3331.164,3335.347,9477,0,0
2025-04-23 03:30:00,3335.405,3344.749,3335.405,3344.749,4085,0,0
2025-04-23 03:45:00,3344.788,3346.808,3335.975,3338.958,4369,0,0
2025-04-23 04:00:00,3339.036,3343.329,3337.576,3340.358,2423,0,0
2025-04-23 04:15:00,3340.262,3343.117,3335.703,3339.576,2624,0,0
2025-04-23 04:30:00,3339.515,3345.635,3338.103,3345.197,2215,0,0
2025-04-23 04:45:00,3345.19,3347.239,3342.836,3346.841,2798,0,0
2025-04-23 05:00:00,3346.731,3347.805,3342.216,3346.661,2719,0,0
2025-04-23 05:15:00,3346.659,3349.463,3336.32,3339.027,3286,0,0
2025-04-23 05:30:00,3339.054,3342.898,3319.004,3325.836,10481,0,0
2025-04-23 05:45:00,3325.863,3326.386,3316.016,3319.196,8578,0,0
2025-04-23 06:00:00,3319.22,3321.08,3307.976,3316.553,11613,0,0
2025-04-23 06:15:00,3316.595,3326.032,3314.393,3322.401,8559,0,0
2025-04-23 06:30:00,3322.427,3323.08,3312.631,3312.951,7055,0,0
2025-04-23 06:45:00,3312.91,3318.081,3291.869,3301.199,10487,0,0
2025-04-23 07:00:00,3301.228,3312.871,3301.228,3307.858,5946,0,0
2025-04-23 07:15:00,3307.885,3311.009,3303.29,3309.162,5335,0,0
2025-04-23 07:30:00,3309.213,3318.666,3307.56,3318.273,3819,0,0
2025-04-23 07:45:00,3318.264,3320.66,3313.377,3319.21,3378,0,0
2025-04-23 08:00:00,3319.265,3319.583,3305.519,3306.494,4186,0,0
2025-04-23 08:15:00,3306.527,3316.893,3306.073,3315.912,3826,0,0
2025-04-23 08:30:00,3315.887,3319.12,3314.402,3317.486,2756,0,0
2025-04-23 08:45:00,3317.475,3321.645,3317.038,3321.645,2072,0,0
2025-04-23 09:00:00,3321.669,3332.851,3320.272,3331.786,4621,0,0
2025-04-23 09:15:00,3331.823,3340.657,3329.602,3335.639,4177,0,0
2025-04-23 09:30:00,3335.595,3337.904,3328.886,3331.58,3638,0,0
2025-04-23 09:45:00,3331.551,3331.586,3317.357,3317.825,3982,0,0
2025-04-23 10:00:00,3317.798,3330.581,3316.767,3328.765,3575,0,0
2025-04-23 10:15:00,3328.75,3334.767,3325.844,3334.23,3284,0,0
2025-04-23 10:30:00,3334.289,3336.474,3327.543,3330.226,3587,0,0
2025-04-23 10:45:00,3330.167,3332.307,3325.456,3330.119,3267,0,0
2025-04-23 11:00:00,3330.164,3332.373,3321.755,3331.458,3986,0,0
2025-04-23 11:15:00,3331.457,3339.131,3330.601,3336.185,4582,0,0
2025-04-23 11:30:00,3336.218,3337.232,3332.439,3334.38,3099,0,0
2025-04-23 11:45:00,3334.416,3334.792,3322.179,3324.674,4040,0,0
2025-04-23 12:00:00,3324.757,3325.806,3313.831,3317.922,5114,0,0
2025-04-23 12:15:00,3317.947,3333.424,3315.48,3329.553,6011,0,0
2025-04-23 12:30:00,3329.551,3329.551,3317.855,3320.066,5884,0,0
2025-04-23 12:45:00,3320.104,3320.62,3310.667,3310.937,5578,0,0
2025-04-23 13:00:00,3310.901,3313.807,3304.706,3305.868,9761,0,0
2025-04-23 13:15:00,3305.84,3309.622,3298.303,3300.0,6575,0,0
2025-04-23 13:30:00,3299.972,3304.605,3280.733,3292.294,16072,0,0
2025-04-23 13:45:00,3292.342,3294.695,3271.198,3277.602,14957,0,0
2025-04-23 14:00:00,3277.61,3278.354,3260.122,3269.78,13582,0,0
2025-04-23 14:15:00,3269.807,3284.942,3268.748,3275.476,12012,0,0
2025-04-23 14:30:00,3275.448,3289.044,3271.504,3288.92,9066,0,0
2025-04-23 14:45:00,3288.948,3296.408,3285.639,3287.53,10488,0,0
2025-04-23 15:00:00,3287.57,3294.501,3277.293,3277.622,9655,0,0
2025-04-23 15:15:00,3277.552,3283.803,3269.183,3277.004,12325,0,0
2025-04-23 15:30:00,3277.04,3281.809,3269.587,3281.427,7609,0,0
2025-04-23 15:45:00,3281.455,3288.116,3275.881,3280.504,5919,0,0
2025-04-23 16:00:00,3280.466,3289.592,3279.215,3288.155,5058,0,0
2025-04-23 16:15:00,3288.206,3294.847,3287.951,3291.929,4625,0,0
2025-04-23 16:30:00,3291.989,3299.924,3289.171,3298.162,4425,0,0
2025-04-23 16:45:00,3298.15,3305.633,3294.916,3295.237,4697,0,0
2025-04-23 17:00:00,3295.123,3301.552,3289.26,3289.574,4565,0,0
2025-04-23 17:15:00,3289.612,3290.011,3281.68,3282.575,5951,0,0
2025-04-23 17:30:00,3282.625,3284.588,3277.904,3283.063,4013,0,0
2025-04-23 17:45:00,3283.033,3284.65,3280.253,3281.471,3020,0,0
2025-04-23 18:00:00,3281.43,3286.574,3277.978,3285.846,2647,0,0
2025-04-23 18:15:00,3285.841,3287.083,3279.375,3280.454,2911,0,0
2025-04-23 18:30:00,3280.403,3282.055,3277.971,3280.396,2087,0,0
2025-04-23 18:45:00,3280.403,3283.973,3280.175,3282.864,1750,0,0
2025-04-23 19:00:00,3282.801,3292.706,3282.709,3289.697,2298,0,0
2025-04-23 19:15:00,3289.599,3296.649,3288.781,3295.904,2651,0,0
2025-04-23 19:30:00,3295.862,3296.16,3290.842,3295.625,2393,0,0
2025-04-23 19:45:00,3295.589,3297.286,3290.559,3293.996,2571,0,0
2025-04-23 20:00:00,3294.023,3295.89,3291.807,3293.497,1776,0,0
2025-04-23 20:15:00,3293.497,3294.972,3289.817,3290.433,1592,0,0
2025-04-23 20:30:00,3290.358,3290.5,3283.983,3288.934,2369,0,0
2025-04-23 20:45:00,3288.961,3290.17,3286.814,3288.456,1411,0,0
2025-04-23 22:00:00,3295.106,3311.985,3295.055,3310.185,4237,0,0
2025-04-23 22:15:00,3310.166,3311.384,3305.302,3310.876,1889,0,0
2025-04-23 22:30:00,3310.942,3315.988,3308.665,3314.206,2490,0,0
2025-04-23 22:45:00,3314.244,3315.041,3307.805,3309.17,1702,0,0
2025-04-23 23:00:00,3309.223,3311.812,3308.328,3310.498,1462,0,0
2025-04-23 23:15:00,3310.473,3312.342,3309.255,3311.263,1408,0,0
2025-04-23 23:30:00,3311.248,3314.086,3310.527,3311.985,1383,0,0
2025-04-23 23:45:00,3312.011,3316.962,3311.494,3316.464,1932,0,0
2025-04-24 00:00:00,3316.431,3321.618,3313.366,3321.465,3253,0,0
2025-04-24 00:15:00,3321.426,3335.348,3319.363,3334.733,4596,0,0
2025-04-24 00:30:00,3334.769,3339.222,3329.853,3333.134,6622,0,0
2025-04-24 00:45:00,3333.086,3335.282,3329.132,3331.811,3904,0,0
2025-04-24 01:00:00,3331.783,3349.063,3330.872,3348.404,12309,0,0
2025-04-24 01:15:00,3348.375,3361.099,3347.117,3359.529,9426,0,0
2025-04-24 01:30:00,3359.423,3367.582,3355.024,3362.071,8769,0,0
2025-04-24 01:45:00,3362.031,3365.111,3348.574,3357.546,8206,0,0
2025-04-24 02:00:00,3357.52,3363.51,3353.063,3356.647,6532,0,0
2025-04-24 02:15:00,3356.535,3359.403,3349.508,3354.192,3909,0,0
2025-04-24 02:30:00,3354.095,3355.675,3335.826,3341.779,7260,0,0
2025-04-24 02:45:00,3341.749,3345.206,3337.842,3342.235,5414,0,0
2025-04-24 03:00:00,3342.21,3342.795,3332.079,3334.005,4964,0,0
2025-04-24 03:15:00,3334.095,3337.997,3326.592,3330.45,6336,0,0
2025-04-24 03:30:00,3330.402,3330.738,3320.628,3326.882,4440,0,0
2025-04-24 03:45:00,3326.909,3329.69,3326.201,3327.154,1938,0,0
2025-04-24 04:00:00,3327.005,3331.894,3326.34,3330.909,1915,0,0
2025-04-24 04:15:00,3330.937,3330.937,3325.859,3328.844,2212,0,0
2025-04-24 04:30:00,3328.843,3331.127,3326.73,3327.737,1666,0,0
2025-04-24 04:45:00,3327.734,3330.052,3325.941,3326.187,2494,0,0
2025-04-24 05:00:00,3326.213,3328.598,3323.707,3326.034,1849,0,0
2025-04-24 05:15:00,3326.001,3328.012,3322.303,3324.861,1991,0,0
2025-04-24 05:30:00,3324.91,3335.657,3320.508,3331.127,5516,0,0
2025-04-24 05:45:00,3331.091,3334.031,3321.751,3323.89,3370,0,0
2025-04-24 06:00:00,3323.791,3328.039,3319.014,3323.457,5975,0,0
2025-04-24 06:15:00,3323.459,3325.308,3314.855,3320.059,6745,0,0
2025-04-24 06:30:00,3320.04,3321.613,3315.368,3320.368,4347,0,0
2025-04-24 06:45:00,3320.277,3328.25,3320.013,3324.661,5327,0,0
2025-04-24 07:00:00,3324.696,3339.917,3324.257,3337.796,5316,0,0
2025-04-24 07:15:00,3337.863,3338.475,3326.401,3330.473,5684,0,0
2025-04-24 07:30:00,3330.468,3330.617,3323.19,3329.974,4022,0,0
2025-04-24 07:45:00,3329.94,3336.544,3328.729,3333.666,2960,0,0
2025-04-24 08:00:00,3333.872,3334.285,3330.191,3332.507,2542,0,0
2025-04-24 08:15:00,3332.509,3335.354,3327.362,3333.122,3180,0,0
2025-04-24 08:30:00,3333.156,3338.974,3331.901,3337.281,2771,0,0
2025-04-24 08:45:00,3337.27,3341.71,3335.405,3336.206,2974,0,0
2025-04-24 09:00:00,3336.239,3343.006,3335.582,3337.793,3417,0,0
2025-04-24 09:15:00,3337.812,3339.291,3334.792,3335.23,2206,0,0
2025-04-24 09:30:00,3335.275,3336.05,3328.278,3330.331,2774,0,0
2025-04-24 09:45:00,3330.306,3336.475,3325.508,3335.739,3060,0,0
2025-04-24 10:00:00,3335.789,3336.844,3331.961,3333.297,2377,0,0
2025-04-24 10:15:00,3333.265,3333.612,3326.287,3330.613,2557,0,0
2025-04-24 10:30:00,3330.63,3332.026,3327.421,3330.481,1913,0,0
2025-04-24 10:45:00,3330.51,3333.907,3325.707,3329.969,2772,0,0
2025-04-24 11:00:00,3329.93,3335.758,3329.624,3334.435,3020,0,0
2025-04-24 11:15:00,3334.455,3342.52,3334.455,3341.548,2710,0,0
2025-04-24 11:30:00,3341.549,3344.068,3336.34,3337.661,3646,0,0
2025-04-24 11:45:00,3337.687,3340.097,3335.021,3336.997,2882,0,0
2025-04-24 12:00:00,3337.028,3341.414,3336.037,3337.073,3243,0,0
2025-04-24 12:15:00,3337.074,3340.535,3335.928,3337.325,3594,0,0
2025-04-24 12:30:00,3337.28,3344.799,3336.011,3338.27,3774,0,0
2025-04-24 12:45:00,3338.218,3341.612,3335.503,3336.032,3762,0,0
2025-04-24 13:00:00,3335.987,3336.362,3328.172,3328.965,6515,0,0
2025-04-24 13:15:00,3328.989,3332.944,3325.113,3330.631,5079,0,0
2025-04-24 13:30:00,3330.597,3333.621,3316.191,3316.581,9033,0,0
2025-04-24 13:45:00,3316.637,3320.923,3312.611,3315.428,7133,0,0
2025-04-24 14:00:00,3315.456,3318.283,3306.819,3313.7,7040,0,0
2025-04-24 14:15:00,3313.809,3320.04,3308.768,3318.335,5737,0,0
2025-04-24 14:30:00,3318.364,3327.21,3316.959,3326.597,6159,0,0
2025-04-24 14:45:00,3326.626,3330.485,3324.513,3327.599,6590,0,0
2025-04-24 15:00:00,3327.566,3327.694,3322.403,3325.707,5124,0,0
2025-04-24 15:15:00,3325.744,3327.874,3319.583,3324.122,4384,0,0
2025-04-24 15:30:00,3324.097,3329.808,3323.629,3324.452,3356,0,0
2025-04-24 15:45:00,3324.426,3330.569,3320.717,3329.471,3664,0,0
2025-04-24 16:00:00,3329.445,3335.468,3328.063,3335.259,3082,0,0
2025-04-24 16:15:00,3335.185,3335.185,3327.929,3328.77,3247,0,0
2025-04-24 16:30:00,3328.796,3329.702,3322.517,3327.635,3449,0,0
2025-04-24 16:45:00,3327.605,3331.805,3327.163,3331.635,2514,0,0
2025-04-24 17:00:00,3331.676,3334.838,3330.058,3334.161,2379,0,0
2025-04-24 17:15:00,3334.163,3337.872,3332.953,3336.817,3040,0,0
2025-04-24 17:30:00,3336.785,3338.779,3332.912,3333.49,2560,0,0
2025-04-24 17:45:00,3333.456,3337.414,3333.456,3336.804,1812,0,0
2025-04-24 18:00:00,3336.834,3339.411,3335.104,3338.456,1689,0,0
2025-04-24 18:15:00,3338.467,3340.388,3337.432,3338.121,1780,0,0
2025-04-24 18:30:00,3338.166,3338.423,3334.046,3335.316,1587,0,0
2025-04-24 18:45:00,3335.353,3336.373,3333.704,3334.817,1641,0,0
2025-04-24 19:00:00,3334.842,3336.45,3333.5,3336.411,1514,0,0
2025-04-24 19:15:00,3336.343,3337.478,3335.458,3336.988,1355,0,0
2025-04-24 19:30:00,3337.09,3341.94,3337.09,3341.755,1430,0,0
2025-04-24 19:45:00,3341.793,3347.106,3341.639,3342.306,2415,0,0
2025-04-24 20:00:00,3342.346,3342.881,3338.208,3339.502,1928,0,0
2025-04-24 20:15:00,3339.466,3341.999,3338.943,3341.867,1143,0,0
2025-04-24 20:30:00,3341.894,3346.473,3341.894,3345.37,1371,0,0
2025-04-24 20:45:00,3345.314,3350.041,3345.314,3349.45,1298,0,0
2025-04-24 22:15:00,3353.263,3363.527,3352.71,3363.451,1756,0,0
2025-04-24 22:30:00,3363.406,3370.869,3362.109,3365.573,4278,0,0
2025-04-24 22:45:00,3365.663,3367.642,3361.733,3367.191,2218,0,0
2025-04-24 23:00:00,3367.151,3368.269,3358.119,3361.824,3413,0,0
2025-04-24 23:15:00,3361.821,3361.821,3352.403,3354.806,2735,0,0
2025-04-24 23:30:00,3354.794,3355.648,3347.417,3351.296,3481,0,0
2025-04-24 23:45:00,3351.321,3354.967,3347.026,3349.056,3109,0,0
2025-04-25 00:00:00,3349.028,3358.294,3347.361,3355.956,4136,0,0
2025-04-25 00:15:00,3356.004,3361.362,3355.283,3357.667,3560,0,0
2025-04-25 00:30:00,3357.647,3361.441,3348.195,3351.836,4674,0,0
2025-04-25 00:45:00,3351.874,3358.357,3349.752,3357.786,2893,0,0
2025-04-25 01:00:00,3357.758,3363.237,3353.309,3355.505,6047,0,0
2025-04-25 01:15:00,3355.431,3356.594,3348.664,3353.019,4315,0,0
2025-04-25 01:30:00,3353.053,3354.849,3348.122,3349.37,3690,0,0
2025-04-25 01:45:00,3349.406,3351.653,3342.986,3345.821,4132,0,0
2025-04-25 02:00:00,3345.849,3353.521,3345.005,3352.612,3245,0,0
2025-04-25 02:15:00,3352.588,3353.082,3345.934,3348.574,2496,0,0
2025-04-25 02:30:00,3348.605,3351.115,3344.632,3346.623,3500,0,0
2025-04-25 02:45:00,3346.594,3348.818,3344.725,3348.818,2568,0,0
2025-04-25 03:00:00,3348.772,3351.328,3347.464,3349.504,1996,0,0
2025-04-25 03:15:00,3349.504,3354.272,3348.593,3348.935,2622,0,0
2025-04-25 03:30:00,3348.897,3349.62,3341.685,3342.241,3234,0,0
2025-04-25 03:45:00,3342.239,3342.768,3322.733,3323.735,5294,0,0
2025-04-25 04:00:00,3323.761,3327.855,3317.273,3321.858,6983,0,0
2025-04-25 04:15:00,3321.894,3326.59,3321.083,3324.002,3624,0,0
2025-04-25 04:30:00,3323.961,3323.961,3316.422,3323.13,4108,0,0
2025-04-25 04:45:00,3323.136,3326.413,3322.146,3324.841,2632,0,0
2025-04-25 05:00:00,3324.915,3327.27,3319.151,3321.247,3001,0,0
2025-04-25 05:15:00,3321.259,3321.371,3316.086,3319.236,3127,0,0
2025-04-25 05:30:00,3319.186,3319.559,3306.794,3309.475,7953,0,0
2025-04-25 05:45:00,3309.499,3309.59,3287.101,3294.608,11268,0,0
2025-04-25 06:00:00,3294.389,3297.629,3287.573,3288.972,6784,0,0
2025-04-25 06:15:00,3289.003,3298.552,3287.78,3297.869,6761,0,0
2025-04-25 06:30:00,3297.825,3306.355,3295.407,3305.066,6319,0,0
2025-04-25 06:45:00,3305.105,3305.756,3299.319,3304.528,4488,0,0
2025-04-25 07:00:00,3304.486,3310.187,3303.185,3309.005,4221,0,0
2025-04-25 07:15:00,3308.978,3314.633,3306.287,3306.773,4432,0,0
2025-04-25 07:30:00,3306.812,3310.157,3304.694,3305.042,3162,0,0
2025-04-25 07:45:00,3305.041,3308.589,3304.05,3307.529,2343,0,0
2025-04-25 08:00:00,3307.488,3307.985,3295.404,3295.855,3406,0,0
2025-04-25 08:15:00,3295.819,3301.687,3292.008,3301.627,4601,0,0
2025-04-25 08:30:00,3301.628,3303.617,3297.927,3300.498,3059,0,0
2025-04-25 08:45:00,3300.498,3305.49,3300.441,3303.749,2731,0,0
2025-04-25 09:00:00,3303.784,3308.872,3303.726,3304.642,3251,0,0
2025-04-25 09:15:00,3304.627,3307.046,3301.332,3303.993,2935,0,0
2025-04-25 09:30:00,3303.896,3304.012,3298.228,3299.216,3061,0,0
2025-04-25 09:45:00,3299.243,3299.827,3292.11,3292.171,3006,0,0
2025-04-25 10:00:00,3292.146,3299.532,3292.075,3297.869,2489,0,0
2025-04-25 10:15:00,3297.936,3304.972,3295.829,3304.896,3004,0,0
2025-04-25 10:30:00,3304.925,3306.465,3301.297,3303.647,3092,0,0
2025-04-25 10:45:00,3303.649,3303.681,3297.955,3298.107,2823,0,0
2025-04-25 11:00:00,3298.099,3301.06,3297.039,3298.506,2350,0,0
2025-04-25 11:15:00,3298.505,3299.252,3294.412,3298.688,2809,0,0
2025-04-25 11:30:00,3298.694,3299.704,3288.342,3289.44,2996,0,0
2025-04-25 11:45:00,3289.415,3295.517,3287.991,3293.535,3413,0,0
2025-04-25 12:00:00,3293.506,3300.123,3292.912,3293.305,3641,0,0
2025-04-25 12:15:00,3293.261,3303.134,3291.139,3298.694,4411,0,0
2025-04-25 12:30:00,3298.723,3298.723,3291.93,3295.628,3603,0,0
2025-04-25 12:45:00,3295.605,3298.332,3292.485,3292.715,3232,0,0
2025-04-25 13:00:00,3292.724,3293.023,3276.849,3284.452,10193,0,0
2025-04-25 13:15:00,3284.485,3284.681,3268.336,3273.464,9473,0,0
2025-04-25 13:30:00,3273.489,3280.204,3265.08,3279.035,10879,0,0
2025-04-25 13:45:00,3279.006,3284.624,3277.653,3281.369,7439,0,0
2025-04-25 14:00:00,3281.205,3286.307,3275.518,3282.91,8014,0,0
2025-04-25 14:15:00,3282.871,3287.315,3277.673,3285.909,5277,0,0
2025-04-25 14:30:00,3285.955,3286.589,3280.08,3282.204,4236,0,0
2025-04-25 14:45:00,3282.234,3282.694,3274.682,3278.082,4215,0,0
2025-04-25 15:00:00,3278.151,3280.994,3271.252,3272.639,3558,0,0
2025-04-25 15:15:00,3272.678,3275.476,3270.213,3272.458,3328,0,0
