time,open,high,low,close,tick_volume,spread,real_volume,result,H-L,H-PC,L-PC,TR,ATR
2025-04-22 02:00:00,3453.061,3453.64,3442.514,3449.72,7231,0,0,Buy,11.125999999999749,0.625,10.500999999999749,11.125999999999749,10.333428571428547
2025-04-22 02:15:00,3449.723,3457.988,3449.666,3455.978,4010,0,0,Buy,8.321999999999662,8.268000000000029,0.053999999999632564,8.321999999999662,10.534785714285656
2025-04-22 02:30:00,3455.929,3468.945,3453.448,3468.32,5225,0,0,Buy,15.497000000000298,12.967000000000098,2.5300000000002,15.497000000000298,11.264785714285674
2025-04-22 02:45:00,3468.337,3476.145,3466.455,3473.199,5985,0,0,Hold,9.690000000000055,7.824999999999818,1.8650000000002365,9.690000000000055,11.39464285714283
2025-04-22 03:00:00,3473.172,3477.919,3472.145,3476.265,4705,0,0,Hold,5.773999999999887,4.7199999999998,1.0540000000000873,5.773999999999887,11.489499999999973
2025-04-22 03:15:00,3476.311,3489.268,3476.239,3488.654,6998,0,0,Hold,13.028999999999996,13.003000000000156,0.02599999999983993,13.028999999999996,11.698357142857114
2025-04-22 03:30:00,3488.667,3494.923,3483.834,3490.514,5459,0,0,Hold,11.088999999999942,6.268999999999778,4.820000000000164,11.088999999999942,10.82778571428571
2025-04-22 03:45:00,3490.488,3491.878,3486.996,3487.856,3515,0,0,Hold,4.882000000000062,1.3640000000000327,3.518000000000029,4.882000000000062,9.997999999999982
2025-04-22 04:00:00,3487.974,3488.632,3479.596,3481.775,5216,0,0,Hold,9.036000000000058,0.7759999999998399,8.260000000000218,9.036000000000058,9.83385714285711
2025-04-22 04:15:00,3481.822,3485.882,3480.083,3483.295,3396,0,0,Hold,5.798999999999978,4.106999999999971,1.6920000000000073,5.798999999999978,9.872285714285681
2025-04-22 04:30:00,3483.345,3484.425,3480.508,3481.728,2563,0,0,Hold,3.917000000000371,1.1300000000001091,2.787000000000262,3.917000000000371,9.246428571428558
2025-04-22 04:45:00,3481.654,3487.317,3479.701,3484.564,2131,0,0,Hold,7.6159999999999854,5.588999999999942,2.0270000000000437,7.6159999999999854,9.133785714285718
2025-04-22 05:00:00,3484.528,3486.958,3477.641,3479.622,3750,0,0,Hold,9.317000000000007,2.394000000000233,6.9229999999997744,9.317000000000007,8.69842857142859
2025-04-22 05:15:00,3479.63,3482.379,3477.233,3480.661,2755,0,0,Hold,5.145999999999731,2.757000000000062,2.388999999999669,5.145999999999731,8.588571428571413
2025-04-22 05:30:00,3480.695,3488.334,3473.547,3488.181,6292,0,0,Hold,14.786999999999807,7.6729999999997744,7.114000000000033,14.786999999999807,8.850071428571416
2025-04-22 05:45:00,3488.206,3495.669,3487.753,3494.471,5828,0,0,Sell,7.915999999999713,7.487999999999829,0.4279999999998836,7.915999999999713,8.82107142857142
2025-04-22 06:00:00,3494.424,3498.51,3489.04,3497.587,6223,0,0,Sell,9.470000000000255,4.039000000000215,5.43100000000004,9.470000000000255,8.390571428571418
2025-04-22 06:15:00,3497.543,3500.113,3482.48,3488.576,8607,0,0,Sell,17.63299999999981,2.52599999999984,15.106999999999971,17.63299999999981,8.957928571428543
2025-04-22 06:30:00,3488.445,3488.456,3476.803,3485.798,9130,0,0,Sell,11.653000000000247,0.11999999999989086,11.773000000000138,11.773000000000138,9.386428571428562
2025-04-22 06:45:00,3485.832,3491.004,3475.288,3479.877,9160,0,0,Sell,15.715999999999894,5.206000000000131,10.509999999999764,15.715999999999894,9.578357142857126
2025-04-22 07:00:00,3479.836,3480.764,3460.941,3462.159,9282,0,0,Sell,19.82300000000032,0.887000000000171,18.93600000000015,19.82300000000032,10.202214285714295
2025-04-22 07:15:00,3462.184,3471.537,3461.088,3465.544,6884,0,0,Hold,10.448999999999614,9.377999999999702,1.0709999999999127,10.448999999999614,10.59985714285712
2025-04-22 07:30:00,3465.51,3480.044,3465.19,3473.884,5733,0,0,Hold,14.853999999999814,14.5,0.35399999999981446,14.853999999999814,11.015428571428531
2025-04-22 07:45:00,3473.908,3474.161,3468.027,3468.75,5233,0,0,Sell,6.1340000000000146,0.27700000000004366,5.856999999999971,6.1340000000000146,11.039357142857105
2025-04-22 08:00:00,3468.714,3472.769,3465.981,3469.283,3744,0,0,Hold,6.787999999999556,4.018999999999778,2.768999999999778,6.787999999999556,11.244428571428475
2025-04-22 08:15:00,3469.227,3469.43,3463.277,3464.407,2887,0,0,Hold,6.152999999999793,0.14699999999993452,6.005999999999858,6.152999999999793,11.139928571428461
2025-04-22 08:30:00,3464.381,3464.846,3451.139,3451.273,6570,0,0,Hold,13.70699999999988,0.43899999999985084,13.268000000000029,13.70699999999988,11.453499999999881
2025-04-22 08:45:00,3451.308,3454.389,3443.231,3444.045,6235,0,0,Hold,11.157999999999902,3.1159999999999854,8.041999999999916,11.157999999999902,11.882928571428465
2025-04-22 09:00:00,3444.142,3457.178,3444.069,3454.465,6274,0,0,Hold,13.108999999999924,13.13299999999981,0.023999999999887223,13.13299999999981,11.764785714285608
2025-04-22 09:15:00,3454.473,3458.899,3453.771,3456.415,3387,0,0,Hold,5.127999999999702,4.433999999999742,0.69399999999996,5.127999999999702,11.56564285714275
2025-04-22 09:30:00,3456.453,3457.523,3451.416,3456.622,4198,0,0,Hold,6.106999999999971,1.1080000000001746,4.998999999999796,6.106999999999971,11.325428571428445
2025-04-22 09:45:00,3456.658,3457.725,3451.103,3454.699,4156,0,0,Hold,6.621999999999844,1.1030000000000655,5.518999999999778,6.621999999999844,10.538928571428446
2025-04-22 10:00:00,3454.699,3468.43,3454.699,3465.587,4636,0,0,Hold,13.730999999999767,13.730999999999767,0.0,13.730999999999767,10.678785714285564
2025-04-22 10:15:00,3465.666,3465.758,3455.27,3458.023,4608,0,0,Hold,10.487999999999829,0.17099999999982174,10.317000000000007,10.487999999999829,10.305357142856987
2025-04-22 10:30:00,3457.996,3463.241,3454.507,3458.115,4000,0,0,Hold,8.733999999999924,5.217999999999847,3.5160000000000764,8.733999999999924,9.51328571428553
2025-04-22 10:45:00,3458.08,3458.277,3451.409,3452.377,3742,0,0,Hold,6.867999999999938,0.16200000000026193,6.705999999999676,6.867999999999938,9.257499999999839
2025-04-22 11:00:00,3452.443,3457.358,3448.358,3456.158,3807,0,0,Sell,9.0,4.981000000000222,4.018999999999778,9.0,8.839357142856995
2025-04-22 11:15:00,3456.061,3458.958,3450.396,3453.04,3069,0,0,Sell,8.561999999999898,2.800000000000182,5.761999999999716,8.561999999999898,9.012785714285558
2025-04-22 11:30:00,3452.965,3454.587,3448.16,3453.231,4086,0,0,Sell,6.427000000000135,1.5470000000000255,4.880000000000109,6.427000000000135,8.986999999999885
2025-04-22 11:45:00,3453.296,3461.334,3452.97,3456.795,3052,0,0,Sell,8.364000000000033,8.10299999999961,0.261000000000422,8.364000000000033,9.144928571428474
2025-04-22 12:00:00,3456.786,3460.04,3452.676,3456.093,4902,0,0,Sell,7.364000000000033,3.244999999999891,4.119000000000142,7.364000000000033,8.691857142857057
2025-04-22 12:15:00,3456.134,3464.909,3451.442,3454.571,6653,0,0,Sell,13.467000000000098,8.816000000000258,4.65099999999984,13.467000000000098,8.85678571428564
2025-04-22 12:30:00,3454.484,3455.082,3441.804,3445.637,8141,0,0,Sell,13.277999999999793,0.5109999999999673,12.766999999999825,13.277999999999793,8.867142857142783
2025-04-22 12:45:00,3445.569,3445.879,3424.336,3431.665,11230,0,0,Sell,21.54300000000012,0.24199999999973443,21.301000000000386,21.54300000000012,10.039642857142812
2025-04-22 13:00:00,3431.644,3444.486,3420.606,3443.324,12973,0,0,Hold,23.879999999999654,12.820999999999913,11.058999999999742,23.879999999999654,11.30914285714279
2025-04-22 13:15:00,3443.362,3449.785,3435.619,3443.762,8364,0,0,Sell,14.165999999999713,6.460999999999785,7.704999999999927,14.165999999999713,11.847999999999924
2025-04-22 13:30:00,3443.738,3445.33,3411.145,3411.887,13949,0,0,Sell,34.184999999999945,1.5679999999997563,32.61700000000019,34.184999999999945,13.308999999999937
2025-04-22 13:45:00,3411.923,3430.765,3408.671,3418.806,12120,0,0,Hold,22.09400000000005,18.8779999999997,3.2160000000003492,22.09400000000005,14.137999999999952
2025-04-22 14:00:00,3418.837,3435.209,3418.104,3430.813,8416,0,0,Hold,17.105000000000018,16.402999999999793,0.7020000000002256,17.105000000000018,14.73592857142853
2025-04-22 14:15:00,3430.761,3433.886,3423.468,3432.249,6679,0,0,Hold,10.41800000000012,3.0729999999998654,7.345000000000255,10.41800000000012,14.989499999999973
2025-04-22 14:30:00,3432.208,3439.046,3431.435,3431.435,6273,0,0,Sell,7.610999999999876,6.7970000000000255,0.8139999999998508,7.610999999999876,14.890285714285678
2025-04-22 14:45:00,3431.407,3431.636,3424.571,3430.034,4785,0,0,Sell,7.065000000000055,0.20100000000002183,6.864000000000033,7.065000000000055,14.783357142857117
2025-04-22 15:00:00,3430.123,3433.289,3419.294,3426.162,5452,0,0,Sell,13.995000000000346,3.255000000000109,10.740000000000236,13.995000000000346,15.323928571428562
2025-04-22 15:15:00,3426.225,3427.644,3412.196,3412.693,5114,0,0,Sell,15.447999999999865,1.481999999999971,13.965999999999894,15.447999999999865,15.82992857142855
2025-04-22 15:30:00,3412.639,3429.617,3410.379,3429.121,6362,0,0,Hold,19.238000000000284,16.923999999999978,2.3140000000003056,19.238000000000284,16.678071428571425
2025-04-22 15:45:00,3429.083,3430.137,3414.785,3417.809,5777,0,0,Sell,15.352000000000317,1.0160000000000764,14.33600000000024,15.352000000000317,16.812714285714296
2025-04-22 16:00:00,3417.758,3421.155,3405.167,3414.099,12171,0,0,Sell,15.988000000000284,3.3460000000000036,12.64200000000028,15.988000000000284,17.00628571428576
2025-04-22 16:15:00,3414.128,3414.511,3385.157,3386.834,14470,0,0,Hold,29.353999999999814,0.4119999999998072,28.942000000000007,29.353999999999814,17.56421428571431
2025-04-22 16:30:00,3386.861,3392.449,3372.074,3383.767,13800,0,0,Hold,20.375,5.6150000000002365,14.759999999999764,20.375,17.31385714285719
2025-04-22 16:45:00,3383.796,3394.567,3381.516,3393.046,8843,0,0,Hold,13.05099999999993,10.800000000000182,2.250999999999749,13.05099999999993,17.23421428571435
2025-04-22 17:00:00,3393.071,3398.446,3386.198,3396.668,8381,0,0,Hold,12.248000000000047,5.400000000000091,6.847999999999956,12.248000000000047,15.667285714285786
2025-04-22 17:15:00,3396.774,3410.396,3395.913,3407.536,10249,0,0,Hold,14.483000000000175,13.728000000000065,0.7550000000001091,14.483000000000175,15.123642857142938
2025-04-22 17:30:00,3407.494,3408.032,3396.137,3396.539,6263,0,0,Hold,11.894999999999982,0.4960000000000946,11.398999999999887,11.894999999999982,14.751500000000078
2025-04-22 17:45:00,3396.514,3404.837,3395.828,3401.943,4251,0,0,Hold,9.009000000000015,8.297999999999774,0.7110000000002401,9.009000000000015,14.650857142857214
2025-04-22 18:00:00,3401.917,3402.668,3392.922,3397.543,3939,0,0,Hold,9.746000000000095,0.724999999999909,9.021000000000186,9.746000000000095,14.803357142857228
2025-04-22 18:15:00,3397.494,3397.869,3386.191,3388.709,3998,0,0,Hold,11.678000000000338,0.32600000000002183,11.352000000000317,11.678000000000338,15.13285714285725
2025-04-22 18:30:00,3388.754,3391.765,3381.098,3382.463,3295,0,0,Hold,10.666999999999916,3.05600000000004,7.610999999999876,10.666999999999916,14.895142857142933
2025-04-22 18:45:00,3382.452,3382.452,3373.223,3381.531,4109,0,0,Hold,9.22900000000027,0.010999999999967258,9.240000000000236,9.240000000000236,14.451714285714388
2025-04-22 19:00:00,3381.568,3385.904,3380.803,3381.712,3488,0,0,Hold,5.101000000000113,4.373000000000047,0.7280000000000655,5.101000000000113,13.441928571428662
2025-04-22 19:15:00,3381.771,3384.453,3375.541,3375.541,3907,0,0,Hold,8.911999999999807,2.7409999999999854,6.170999999999822,8.911999999999807,12.981928571428625
2025-04-22 19:30:00,3375.523,3377.26,3366.825,3374.921,4777,0,0,Sell,10.4350000000004,1.719000000000051,8.71600000000035,10.4350000000004,12.585285714285776
2025-04-22 19:45:00,3374.881,3377.952,3369.809,3374.869,4239,0,0,Hold,8.143000000000029,3.031000000000404,5.111999999999625,8.143000000000029,11.070214285714362
2025-04-22 20:00:00,3374.898,3382.48,3373.389,3382.175,2883,0,0,Hold,9.090999999999894,7.610999999999876,1.4800000000000182,9.090999999999894,10.264214285714356
2025-04-22 20:15:00,3382.187,3382.807,3379.546,3381.387,1747,0,0,Hold,3.2609999999999673,0.6319999999996071,2.62900000000036,3.2609999999999673,9.564928571428643
2025-04-22 20:30:00,3381.371,3381.926,3376.857,3379.877,1842,0,0,Hold,5.06899999999996,0.5389999999997599,4.5300000000002,5.06899999999996,9.052142857142924
2025-04-22 20:45:00,3379.91,3382.689,3377.255,3381.459,1621,0,0,Hold,5.433999999999742,2.811999999999898,2.6219999999998436,5.433999999999742,8.40578571428575
2025-04-22 22:00:00,3337.647,3347.136,3316.774,3335.511,8759,0,0,Hold,30.36200000000008,34.322999999999865,64.68499999999995,64.68499999999995,12.176500000000033
2025-04-22 22:15:00,3335.549,3336.583,3319.223,3319.721,6042,0,0,Hold,17.360000000000127,1.0720000000001164,16.28800000000001,17.360000000000127,12.77300000000004
2025-04-22 22:30:00,3319.681,3333.501,3315.908,3332.31,5930,0,0,Hold,17.593000000000302,13.7800000000002,3.813000000000102,17.593000000000302,13.333500000000056
2025-04-22 22:45:00,3332.335,3334.171,3323.364,3327.984,5743,0,0,Hold,10.806999999999789,1.8609999999998763,8.945999999999913,10.806999999999789,13.27128571428573
2025-04-22 23:00:00,3328.015,3341.414,3326.895,3341.068,4299,0,0,Buy,14.519000000000233,13.430000000000291,1.0889999999999418,14.519000000000233,13.54642857142861
2025-04-22 23:15:00,3341.057,3350.047,3338.196,3339.774,5487,0,0,Buy,11.851000000000113,8.978999999999814,2.8720000000002983,11.851000000000113,13.732928571428602
2025-04-22 23:30:00,3339.695,3341.752,3332.855,3338.219,4447,0,0,Buy,8.896999999999935,1.9780000000000655,6.918999999999869,8.896999999999935,14.004071428571446
2025-04-22 23:45:00,3338.245,3341.173,3332.187,3336.641,5353,0,0,Buy,8.985999999999876,2.9539999999997235,6.032000000000153,8.985999999999876,14.009357142857166
2025-04-23 00:00:00,3336.687,3343.1,3334.667,3343.1,4912,0,0,Buy,8.432999999999993,6.458999999999833,1.97400000000016,8.432999999999993,13.866357142857137
2025-04-23 00:15:00,3343.074,3352.799,3338.851,3350.965,4367,0,0,Buy,13.947999999999865,9.69900000000007,4.248999999999796,13.947999999999865,14.280999999999981
2025-04-23 00:30:00,3350.927,3358.28,3350.66,3357.218,4887,0,0,Buy,7.620000000000346,7.315000000000055,0.30500000000029104,7.620000000000346,14.175928571428585
2025-04-23 00:45:00,3357.227,3371.387,3356.307,3367.945,6655,0,0,Hold,15.080000000000382,14.169000000000324,0.9110000000000582,15.080000000000382,15.0201428571429
2025-04-23 01:00:00,3368.029,3380.782,3360.589,3371.655,15098,0,0,Hold,20.19300000000021,12.836999999999989,7.356000000000222,20.19300000000021,16.100428571428633
2025-04-23 01:15:00,3371.685,3377.507,3366.61,3368.424,8120,0,0,Sell,10.896999999999935,5.851999999999862,5.045000000000073,10.896999999999935,16.490642857142934
2025-04-23 01:30:00,3368.405,3386.328,3359.065,3385.994,9031,0,0,Sell,27.26299999999992,17.903999999999996,9.358999999999924,27.26299999999992,13.81764285714293
2025-04-23 01:45:00,3386.02,3386.723,3377.741,3379.34,7742,0,0,Sell,8.981999999999971,0.7289999999998145,8.253000000000156,8.981999999999971,13.219214285714347
2025-04-23 02:00:00,3379.332,3380.061,3371.214,3372.304,5314,0,0,Sell,8.847000000000207,0.7210000000000036,8.126000000000204,8.847000000000207,12.594500000000055
2025-04-23 02:15:00,3372.356,3373.69,3368.806,3373.346,3087,0,0,Sell,4.8840000000000146,1.3859999999999673,3.4980000000000473,4.8840000000000146,12.171428571428644
2025-04-23 02:30:00,3373.371,3375.238,3357.918,3362.672,6691,0,0,Sell,17.31999999999971,1.8919999999998254,15.427999999999884,17.31999999999971,12.371500000000035
2025-04-23 02:45:00,3362.644,3363.899,3348.735,3354.301,9764,0,0,Sell,15.16399999999976,1.2269999999998618,13.936999999999898,15.16399999999976,12.608142857142866
2025-04-23 03:00:00,3354.221,3355.739,3329.24,3336.383,11066,0,0,Hold,26.49900000000025,1.4380000000001019,25.06100000000015,26.49900000000025,13.865428571428604
2025-04-23 03:15:00,3336.351,3341.258,3331.164,3335.347,9477,0,0,Hold,10.093999999999596,4.875,5.218999999999596,10.093999999999596,13.94457142857144
2025-04-23 03:30:00,3335.405,3344.749,3335.405,3344.749,4085,0,0,Hold,9.343999999999596,9.401999999999589,0.057999999999992724,9.401999999999589,14.013785714285698
2025-04-23 03:45:00,3344.788,3346.808,3335.975,3338.958,4369,0,0,Hold,10.833000000000084,2.0590000000001965,8.773999999999887,10.833000000000084,13.791285714285712
2025-04-23 04:00:00,3339.036,3343.329,3337.576,3340.358,2423,0,0,Hold,5.753000000000156,4.371000000000095,1.3820000000000618,5.753000000000156,13.657928571428556
2025-04-23 04:15:00,3340.262,3343.117,3335.703,3339.576,2624,0,0,Hold,7.414000000000215,2.7590000000000146,4.6550000000002,7.414000000000215,13.110357142857115
2025-04-23 04:30:00,3339.515,3345.635,3338.103,3345.197,2215,0,0,Sell,7.532000000000153,6.0590000000001965,1.4729999999999563,7.532000000000153,12.20599999999997
2025-04-23 04:45:00,3345.19,3347.239,3342.836,3346.841,2798,0,0,Sell,4.403000000000247,2.0419999999999163,2.361000000000331,4.403000000000247,11.742142857142849
2025-04-23 05:00:00,3346.731,3347.805,3342.216,3346.661,2719,0,0,Sell,5.588999999999942,0.9639999999999418,4.625,5.588999999999942,10.193999999999992
2025-04-23 05:15:00,3346.659,3349.463,3336.32,3339.027,3286,0,0,Sell,13.143000000000029,2.8020000000001346,10.340999999999894,13.143000000000029,10.491214285714282
2025-04-23 05:30:00,3339.054,3342.898,3319.004,3325.836,10481,0,0,Sell,23.894000000000233,3.8710000000000946,20.02300000000014,23.894000000000233,11.565999999999999
2025-04-23 05:45:00,3325.863,3326.386,3316.016,3319.196,8578,0,0,Sell,10.36999999999989,0.5500000000001819,9.819999999999709,10.36999999999989,11.957857142857133
2025-04-23 06:00:00,3319.22,3321.08,3307.976,3316.553,11613,0,0,Hold,13.103999999999814,1.8840000000000146,11.2199999999998,13.103999999999814,11.656714285714283
2025-04-23 06:15:00,3316.595,3326.032,3314.393,3322.401,8559,0,0,Hold,11.639000000000124,9.47900000000027,2.1599999999998545,11.639000000000124,11.404928571428595
2025-04-23 06:30:00,3322.427,3323.08,3312.631,3312.951,7055,0,0,Sell,10.44900000000007,0.6790000000000873,9.769999999999982,10.44900000000007,10.25850000000001
2025-04-23 06:45:00,3312.91,3318.081,3291.869,3301.199,10487,0,0,Hold,26.21199999999999,5.130000000000109,21.08199999999988,26.21199999999999,11.409785714285752
2025-04-23 07:00:00,3301.228,3312.871,3301.228,3307.858,5946,0,0,Hold,11.643000000000029,11.672000000000025,0.028999999999996362,11.672000000000025,11.571928571428641
2025-04-23 07:15:00,3307.885,3311.009,3303.29,3309.162,5335,0,0,Hold,7.719000000000051,3.15099999999984,4.568000000000211,7.719000000000051,11.349500000000067
2025-04-23 07:30:00,3309.213,3318.666,3307.56,3318.273,3819,0,0,Buy,11.106000000000222,9.50400000000036,1.6019999999998618,11.106000000000222,11.731857142857214
2025-04-23 07:45:00,3318.264,3320.66,3313.377,3319.21,3378,0,0,Hold,7.282999999999902,2.3869999999997162,4.8960000000001855,7.282999999999902,11.72250000000005
2025-04-23 08:00:00,3319.265,3319.583,3305.519,3306.494,4186,0,0,Hold,14.064000000000306,0.3730000000000473,13.691000000000258,14.064000000000306,12.18907142857149
2025-04-23 08:15:00,3306.527,3316.893,3306.073,3315.912,3826,0,0,Buy,10.820000000000164,10.398999999999887,0.4210000000002765,10.820000000000164,12.647428571428625
2025-04-23 08:30:00,3315.887,3319.12,3314.402,3317.486,2756,0,0,Hold,4.717999999999847,3.2080000000000837,1.5099999999997635,4.717999999999847,12.585214285714333
2025-04-23 08:45:00,3317.475,3321.645,3317.038,3321.645,2072,0,0,Hold,4.606999999999971,4.1590000000001055,0.4479999999998654,4.606999999999971,11.975500000000043
2025-04-23 09:00:00,3321.669,3332.851,3320.272,3331.786,4621,0,0,Hold,12.579000000000178,11.206000000000131,1.3730000000000473,12.579000000000178,11.167285714285754
2025-04-23 09:15:00,3331.823,3340.657,3329.602,3335.639,4177,0,0,Hold,11.055000000000291,8.871000000000095,2.1840000000001965,11.055000000000291,11.216214285714354
2025-04-23 09:30:00,3335.595,3337.904,3328.886,3331.58,3638,0,0,Hold,9.018000000000029,2.2649999999998727,6.753000000000156,9.018000000000029,10.924357142857227
2025-04-23 09:45:00,3331.551,3331.586,3317.357,3317.825,3982,0,0,Hold,14.228999999999814,0.005999999999858119,14.222999999999956,14.228999999999814,11.109357142857204
2025-04-23 10:00:00,3317.798,3330.581,3316.767,3328.765,3575,0,0,Hold,13.814000000000306,12.756000000000313,1.0579999999999927,13.814000000000306,11.349714285714365
2025-04-23 10:15:00,3328.75,3334.767,3325.844,3334.23,3284,0,0,Hold,8.922999999999774,6.001999999999953,2.9209999999998217,8.922999999999774,10.114785714285777
2025-04-23 10:30:00,3334.289,3336.474,3327.543,3330.226,3587,0,0,Hold,8.93100000000004,2.244000000000142,6.686999999999898,8.93100000000004,9.919000000000064
2025-04-23 10:45:00,3330.167,3332.307,3325.456,3330.119,3267,0,0,Hold,6.850999999999658,2.080999999999676,4.769999999999982,6.850999999999658,9.857000000000037
2025-04-23 11:00:00,3330.164,3332.373,3321.755,3331.458,3986,0,0,Hold,10.617999999999938,2.2539999999999054,8.364000000000033,10.617999999999938,9.822142857142873
2025-04-23 11:15:00,3331.457,3339.131,3330.601,3336.185,4582,0,0,Sell,8.529999999999745,7.6729999999997744,0.8569999999999709,8.529999999999745,9.91121428571429
2025-04-23 11:30:00,3336.218,3337.232,3332.439,3334.38,3099,0,0,Sell,4.79300000000012,1.0470000000000255,3.7460000000000946,4.79300000000012,9.248999999999992
2025-04-23 11:45:00,3334.416,3334.792,3322.179,3324.674,4040,0,0,Sell,12.612999999999829,0.4119999999998072,12.201000000000022,12.612999999999829,9.377071428571396
2025-04-23 12:00:00,3324.757,3325.806,3313.831,3317.922,5114,0,0,Sell,11.974999999999909,1.1320000000000618,10.842999999999847,11.974999999999909,9.895428571428543
2025-04-23 12:15:00,3317.947,3333.424,3315.48,3329.553,6011,0,0,Sell,17.94399999999996,15.501999999999953,2.4420000000000073,17.94399999999996,10.8480714285714
2025-04-23 12:30:00,3329.551,3329.551,3317.855,3320.066,5884,0,0,Sell,11.695999999999913,0.0019999999999527063,11.697999999999865,11.697999999999865,10.785142857142805
2025-04-23 12:45:00,3320.104,3320.62,3310.667,3310.937,5578,0,0,Sell,9.952999999999975,0.5540000000000873,9.398999999999887,9.952999999999975,10.706428571428498
2025-04-23 13:00:00,3310.901,3313.807,3304.706,3305.868,9761,0,0,Sell,9.100999999999658,2.869999999999891,6.230999999999767,9.100999999999658,10.712357142857043
2025-04-23 13:15:00,3305.84,3309.622,3298.303,3300.0,6575,0,0,Sell,11.31899999999996,3.7539999999999054,7.565000000000055,11.31899999999996,10.50449999999991
2025-04-23 13:30:00,3299.972,3304.605,3280.733,3292.294,16072,0,0,Sell,23.871999999999844,4.605000000000018,19.266999999999825,23.871999999999844,11.222928571428449
2025-04-23 13:45:00,3292.342,3294.695,3271.198,3277.602,14957,0,0,Sell,23.4970000000003,2.4010000000002947,21.096000000000004,23.4970000000003,12.263928571428485
2025-04-23 14:00:00,3277.61,3278.354,3260.122,3269.78,13582,0,0,Hold,18.23199999999997,0.7519999999999527,17.480000000000018,18.23199999999997,12.928285714285623
2025-04-23 14:15:00,3269.807,3284.942,3268.748,3275.476,12012,0,0,Hold,16.19399999999996,15.161999999999807,1.0320000000001528,16.19399999999996,13.595642857142789
2025-04-23 14:30:00,3275.448,3289.044,3271.504,3288.92,9066,0,0,Hold,17.539999999999964,13.567999999999756,3.9720000000002074,17.539999999999964,14.090071428571362
2025-04-23 14:45:00,3288.948,3296.408,3285.639,3287.53,10488,0,0,Hold,10.768999999999778,7.487999999999829,3.280999999999949,10.768999999999778,14.249999999999934
2025-04-23 15:00:00,3287.57,3294.501,3277.293,3277.622,9655,0,0,Hold,17.208000000000084,6.971000000000004,10.23700000000008,17.208000000000084,15.136785714285647
2025-04-23 15:15:00,3277.552,3283.803,3269.183,3277.004,12325,0,0,Hold,14.61999999999989,6.18100000000004,8.43899999999985,14.61999999999989,15.280142857142794
